Показатель,Тип,Пол,Возраст,01-09-2018,01-10-2018,01-11-2018,01-12-2018,01-01-2019,01-02-2019,01-03-2019,01-04-2019,01-05-2019,01-06-2019,01-07-2019,01-08-2019,01-09-2019
 Активные клиенты,Срочные вклады рубли/валюта,1,14-21,243370.38797463,244267.52493054,249247.685196926,247897.79396424,255239.13995242,258846.469639047,261196.276664139,257118.656096636,253933.881633826,245465.10157524,246503.764385648,250078.045260269,256450.909953365
 Активные клиенты,Срочные вклады рубли/валюта,1,22-29,386746.744450113,384875.58797426,390567.184225877,389451.847523647,398054.492971155,401533.599078008,401788.98757742,396226.583305468,388162.774623575,375364.186574339,371774.483140069,368210.667104959,367791.135311412
 Активные клиенты,Срочные вклады рубли/валюта,1,30-39,858960.466439932,859119.365334344,877723.168732734,884167.967360246,908209.14535718,920779.505934034,928840.455933671,924420.280238018,914288.078766106,894868.629225869,894015.470593694,888317.926938241,886655.218472454
 Активные клиенты,Срочные вклады рубли/валюта,1,40-54,1459854.55432982,1456087.50254218,1481797.53570207,1485978.76192646,1514854.81351197,1527590.24346848,1540457.67024682,1535884.74962142,1527993.66193071,1487791.75698469,1483185.15107299,1476802.23992671,1468814.07607232
 Активные клиенты,Срочные вклады рубли/валюта,1,55-59,785283.171675172,779986.717050994,789679.56407455,786307.438155733,797924.242116025,802006.028039144,805755.257052335,798343.829624591,793185.160688318,776240.826508897,770199.372069245,764660.184465196,757516.511373012
 Активные клиенты,Срочные вклады рубли/валюта,1,60-69,1880206.23023,1873444.46635921,1906795.3532946,1895613.43609734,1928993.59416822,1936745.23951001,1950067.60657566,1935664.31601647,1929877.98765207,1899515.20098938,1893699.55035792,1890629.05770505,1881817.44661188
 Активные клиенты,Срочные вклады рубли/валюта,1,От 70,1559787.29024264,1557152.18445032,1580210.69089629,1568722.33783884,1608572.92985817,1618050.23896231,1630972.8975177,1624365.20876022,1629729.43264561,1593291.36757805,1599979.40103276,1608510.32491615,1608406.98112175
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,0-13,20031605365.1332,19392315916.0424,19629561352.9309,19744252039.0101,20224160499.5374,20622666670.6025,20681113040.9236,20595175454.7934,20747859137.2439,20906547711.1056,21045151169.5579,21118373774.239,20996220213.8243
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,14-21,63719502475.1018,64776994683.142,66380975753.6343,66941560198.4847,68067852836.7445,68639499472.3252,68891694392.9302,69191847184.6619,69661410890.7622,69075403044.439,69389813205.5817,69997983917.1388,69787516841.6274
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,22-29,186037133200.459,183218646772.215,187170856348.843,190150547351.226,194167815134.533,195822336220.527,195112900980.443,194507259899.452,192769926143.888,188621469248.194,187770088160.592,186297409636.896,183738811949.354
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,30-39,702612319295.29,699155374525.894,718308427394.705,738887444022.176,755101838136.808,763566079468.278,772728750052.506,772889759032.131,771513105504.646,763861673359.846,767844267567.32,767538863095.045,755929441335.903
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,40-54,1661864117499.93,1662552080870.61,1703825268340.97,1739264308735.66,1772215041243.51,1789672932213.65,1814594986464.64,1815719944937.16,1824673498569.86,1809358155407.32,1811691615487.6,1822299821796.56,1803512260344.37
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,55-59,978259319744.836,975283811958.398,993526092897.953,1000281297523.23,1019985972962.74,1026861275770.98,1037599311473.17,1030817095754.74,1031188390908.65,1019617168661.29,1018482587047.4,1020758615040.38,1005657866876.94
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,60-69,2277551341451.28,2281810034299.11,2337530878867.06,2350226610966.22,2393502566344.21,2412773173625.24,2439932934880.87,2426782482887.3,2437208248934.31,2424648521756.09,2429902671970.83,2450754747137.75,2441096465293.95
 Остатки на конец месяца,Срочные вклады рубли/валюта,0,От 70,1733890083137.04,1745761020482.47,1787916055722.65,1798597728811.26,1842918732123.86,1867606984804.56,1897471950965.45,1901540900436.95,1924637591972.17,1925174606820.31,1950427369409.83,1982091899334.06,1987757519135.53
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,0-13,24087746510.5019,23584331799.2856,23793058525.6544,24070308089.5241,24429720337.7819,24917431449.1598,24791858345.8653,24844129962.6978,25032231604.7606,25009007701.7218,25218423929.9239,25531503488.7832,25248697216.4234
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,14-21,57665731288.1404,57999781413.5743,59644699385.2837,60502991598.7858,61991404967.8855,62011095159.5426,65252234223.3119,64500511072.8061,64521197237.3346,63427566714.1352,63763486232.3809,64633203066.6658,64923572521.2417
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,22-29,157584215807.736,153539203869.776,156634318158.389,159491126944.213,161698147335.823,163182598427.061,164074005463.377,162671828888.403,161558875306.55,158522165483.603,156339210035.791,154957639685.09,152678161095.54
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,30-39,603929521719.408,598862772110.672,611602885572.206,633110210128.515,645033934855.937,653896580276.388,665131437247.069,660174185062.193,659296790497.169,652457012357.937,651168490760.12,650881020647.011,636574123931.295
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,40-54,1611972953986.22,1598786372305.38,1633856898175.97,1709780489689.79,1715135907967.13,1730556055433.68,1734398909493.33,1736307956631.14,1746913320487.58,1718599570966.14,1725131261514.55,1758936773138.94,1728595563231.83
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,55-59,741287230782.933,752550008780.166,769975185771.038,790684842268.226,798049476779.547,811500571200.184,816622942059.467,811705846414.501,811967266619.402,801497680864.409,807911646102.422,816090423630.834,803144203026.709
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,60-69,1700259461987.64,1705100243395.11,1752275080289.77,1780977704342.89,1788321062083.67,1802267019468.45,1811915898427.11,1804445520792.32,1813944063682.62,1788950932659.97,1803683932272.58,1832736795967.03,1807524012218.64
 Остатки на конец месяца,Срочные вклады рубли/валюта,1,От 70,1090007748366.55,1095745241426.84,1122987308197.03,1135575661397.67,1158499128026.11,1171888257037.77,1184988571813.08,1187097078947.82,1200086834159.55,1200259207161.04,1216403752329.41,1236758302735.08,1233555857577.49
 Активные клиенты,Ипотека,0,0-13,6.63609286290009,5.29173102960907,5.2853442672599,6.61014507552793,6.62995902868265,7.95124422271844,7.96148005050315,9.29263555141425,10.6290451630271,22.6370456624018,15.9873675740684,11.9964566019506,10.6487865799658
 Активные клиенты,Ипотека,0,14-21,1812.98057014431,1911.63783444628,1979.36142808883,2201.1783101508,2148.10672529318,2100.45368216812,2068.65789978907,2131.99609936733,2000.91775193984,1865.55888076617,1862.52832237896,1774.14263746626,1558.71613564249
 Активные клиенты,Ипотека,0,22-29,302737.22918693,306855.576012213,312034.833514423,316875.812601643,316474.464275138,318092.175544592,318938.217736498,321762.816045176,320116.281805531,318063.807465959,320739.900551591,318208.677245986,312024.088874545
 Активные клиенты,Ипотека,0,30-39,972268.564747791,983605.796859615,995721.862541894,1002275.14533806,1009399.32819068,1017555.17857291,1026437.79625114,1037626.30582583,1039055.59621816,1044570.49300048,1056569.15139314,1059689.66571822,1052948.02373205
 Активные клиенты,Ипотека,0,40-54,798080.417626672,809653.368588791,823212.189666731,834128.918964809,844260.308704254,852993.577724789,862865.207873531,875058.284450661,880309.478077709,886551.92995862,899507.920064858,905355.251534123,902825.42382266
 Активные клиенты,Ипотека,0,55-59,112557.425484794,114077.814603555,115910.242453143,118100.818006427,119528.879344508,120857.58697795,122277.718268994,123780.560583567,124133.961197702,125286.726604945,126381.472953642,126645.25940717,125081.978266601
 Активные клиенты,Ипотека,0,60-69,80105.6041666396,81863.0790280523,83707.9611687954,85789.1068482316,87804.5253922616,89375.9606854666,90809.9683693807,92498.8942787774,93373.504495902,94708.072687804,96042.7784205845,96814.0706569865,96485.9930044251
 Активные клиенты,Ипотека,0,От 70,2699.56257662776,2844.30542841487,3000.75420773681,3142.46296890598,3344.15133406753,3478.66934743932,3619.81959629543,3723.69181738814,3845.05708772504,3972.13571829086,4074.11417012509,4185.43041445833,4286.13659843623
 Активные клиенты,Ипотека,1,0-13,9.29053000806013,7.9375965444136,7.92801640088985,6.61014507552793,9.28194264015571,5.30082948181229,6.63456670875263,6.63759682243875,7.97178387227029,30.6265911903084,19.9842094675855,13.3293962243896,11.9798849024615
 Активные клиенты,Ипотека,1,14-21,1278.11148539456,1338.80795049109,1374.18950948757,1481.99452593336,1383.0094533832,1392.79294634618,1372.02839537004,1460.27130093652,1380.44724054814,1335.58569408171,1354.92940190229,1296.95025263311,1106.14270599395
 Активные клиенты,Ипотека,1,22-29,411758.94439437,414932.567628191,419962.884787937,424293.314137002,422572.37261934,423903.358038418,423575.950040261,425540.314844642,420720.194273582,415630.805861832,417468.803497229,412171.590050575,402327.130170978
 Активные клиенты,Ипотека,1,30-39,1394635.96719279,1406634.71296311,1421141.86528578,1428662.55343499,1438441.21483021,1449379.30106453,1461418.56646375,1475363.86859139,1473585.57741981,1480430.82813897,1494797.55168529,1498462.73181381,1489280.72274783
 Активные клиенты,Ипотека,1,40-54,729402.165369946,736532.229221653,746171.690291084,754208.298914631,763156.01990638,770230.401817883,778509.345998425,788269.050958545,790486.074666258,794629.545478213,804745.46333083,810079.393201431,807848.896315945
 Активные клиенты,Ипотека,1,55-59,88581.2219711356,89279.4400660493,90150.7958305852,91116.8837791072,92041.0692115898,93025.5817836944,93945.4645959372,94958.7876611732,95026.3210187527,95680.134060366,96290.5826179826,96183.5902155729,95470.3649843609
 Активные клиенты,Ипотека,1,60-69,44175.1429697533,45011.4641378547,45796.1867397402,46827.5897440549,47961.1236134903,48616.5575924415,49400.983713372,50400.6001921419,50765.6483292626,51540.558200525,52118.8182914629,52603.1292599311,52293.528697567
 Активные клиенты,Ипотека,1,От 70,1558.15460420894,1598.10277094194,1633.17137858331,1669.72264607835,1806.00083941315,1908.29861345243,1951.88952571502,2039.06974385318,2054.06297775498,2105.24524660337,2159.6269031304,2184.68804117746,2206.96101869791
 Портфель,Ипотека,0,0-13,14230369.1701743,8154013.14302723,8107737.8863776,10805532.4745523,10795421.0682766,11210450.9470647,11153885.9316456,12612575.7487638,14431253.0355424,31675502.1503919,24460705.8152456,17797614.2184373,14664189.2936069
 Портфель,Ипотека,0,14-21,2859666786.79095,3082090021.55358,3198628064.4416,3569718517.56404,3486434722.81875,3409817720.43887,3373137990.16922,3494636328.91942,3286056362.62135,3162296790.08553,3068371937.63165,2940031405.44769,2597832141.96386
 Портфель,Ипотека,0,22-29,446394698313.707,457739068549.093,471005248180.031,484275137789.118,484941879719.195,490394524131.585,493602251887.192,500696870692.808,499502265723.171,500977301052.398,503160548752.634,499873114170.948,489936020039.808
 Портфель,Ипотека,0,30-39,1246297746140.87,1274016083175.96,1303628201271.15,1327363848136.84,1340630483543.89,1358384894942.94,1375709257280.1,1399274674207,1405534086344.71,1422541786149.11,1440875691252.42,1448345698592.01,1439911833243.56
 Портфель,Ипотека,0,40-54,879697132434.472,902605077646.471,927678678696.65,950791859135.935,963081435833.734,976784922935.51,991173519635.919,1011778623570.87,1021809837367.49,1035363329967.23,1055077883623.58,1065026171718.5,1061735764086.92
 Портфель,Ипотека,0,55-59,111702535482.878,114204495514.153,117019711757.934,120309640040.291,121455276215.024,123108990868.867,124529685285.504,126496490190.577,127029988389.617,128216307966.403,130079058806.698,130301042780.575,128091838370.136
 Портфель,Ипотека,0,60-69,70130159905.3745,72034056813.7664,74216304154.3327,76947994990.2443,78905897747.5775,80422571080.5085,81566311300.3195,83085353287.2126,83888086830.4889,84828859271.6616,86305984271.3066,86815258295.6801,86212193507.2105
 Портфель,Ипотека,0,От 70,1300902115.97259,1389089915.55117,1460913758.87409,1551534862.05519,1660347568.16516,1729040753.52371,1788758084.79142,1832404433.70917,1896104380.90305,1987530810.28607,2042566918.43847,2068214111.8339,2117768790.66527
 Портфель,Ипотека,1,0-13,5683549.42057799,5410407.35847735,5610525.07330306,2708784.57079074,13806566.8910463,13300887.6650131,13351125.9936422,13309732.5392454,13321681.1251403,58760767.7658197,28674360.0077571,19740266.3498555,19499920.1100691
 Портфель,Ипотека,1,14-21,1904906258.45178,1975607163.32404,2070967899.18029,2293724833.10584,2139216933.12714,2173512245.3518,2168388148.54817,2318153948.58045,2191642513.94217,2185380524.39013,2128020000.80565,2042002262.33141,1755197457.52799
 Портфель,Ипотека,1,22-29,606473750800.351,617496961441.594,631536636966.371,645837226623.476,644495678483.401,649587388590.728,651199958373.661,657380126843.142,651119050803.468,649782310917.888,649645158706.656,642219789283.645,625819505489.754
 Портфель,Ипотека,1,30-39,1850996766424.98,1886864502338.98,1926965765606.92,1959294877544.85,1977511244466.54,2003844661620.85,2029434738815.04,2061160303388.81,2067117773948.88,2089822840309.52,2114821849974.41,2124008264991.66,2111039562953.43
 Портфель,Ипотека,1,40-54,891991625313.002,908980712358.791,930080573440.164,950596963033.177,962890611791.851,976253118133.744,990468686699.281,1008421347763.16,1014390870435.81,1025767510486.57,1042597340603.35,1052221232181.72,1050461753094.8
 Портфель,Ипотека,1,55-59,91442259664.0907,93582545096.0075,95409122819.5575,97894299149.4189,98207021676.8328,99495493436.3635,100544097442.766,102309327661.422,102860752622.387,103933527401.332,105810082397.029,105900577186.824,105399884438.54
 Портфель,Ипотека,1,60-69,43274950053.1774,44406369382.0495,45400584308.3646,46774129332.4267,47698835594.4437,48532819230.0949,49267337929.6673,50371933308.7142,50679305100.0299,51299142952.0605,52144960401.1043,52703173999.1216,52148291352.1672
 Портфель,Ипотека,1,От 70,955359866.361328,956707057.242083,998493183.284756,990071530.282201,1061627017.19182,1128768714.20812,1144108499.31584,1188811774.38287,1188705769.2017,1198088909.62274,1257837454.18998,1265416737.45974,1269728648.75873
 Выдачи,Ипотека,0,14-21,741197315.552413,783417275.137606,718156632.329441,908458752.352937,495499587.479358,558209433.810884,654844882.381373,677028929.546436,485231378.791352,608551090.613832,496226470.858087,719501758.906416,722649474.549829
 Выдачи,Ипотека,0,22-29,25212149309.2777,28923825403.6832,29944139529.4037,33995508591.0228,16255920905.0942,21370070470.0231,20642017093.1394,20970126793.7151,16937039358.4223,18562533776.8185,19106490242.1856,20700798516.0073,20498258202.8458
 Выдачи,Ипотека,0,30-39,47957797795.2302,53343251168.9205,55274690132.1606,60093056222.1898,30872191184.3587,39972268395.1098,39605740405.5433,41372593600.9688,33281881547.0195,38535487449.5283,40275921143.0348,45143477593.0964,43203991210.9626
 Выдачи,Ипотека,0,40-54,37076973940.0619,41663756726.1138,41039711131.1462,46580046143.4819,23417671503.5507,28070881603.6292,28655625336.917,30907282929.1476,26189618089.2691,30881123550.7438,33074198513.8125,38304369604.3393,36281252095.0322
 Выдачи,Ипотека,0,55-59,7135586943.96366,7934788179.28971,8101883281.26243,9238318380.71931,4683391336.16596,5932164863.50267,5283932218.46577,5849346140.55886,4942516678.43979,5654973686.97686,6287995157.95387,7023814220.62709,6566460745.27749
 Выдачи,Ипотека,0,60-69,3786240176.94068,4023957391.54428,4441262079.21115,4944692115.3591,2608556223.26909,3051991784.90265,2937867605.34159,2940803717.73625,2776211611.09575,3059300314.23227,3355038898.15433,3729135387.1055,3679418038.96262
 Выдачи,Ипотека,0,От 70,38534007.8372396,79512421.5004046,52594148.2550103,51859303.6994051,44273206.6959521,31417640.0564582,39521490.3031647,24094237.2955033,39233234.7068843,56774053.6039458,75697005.7709462,56545955.1940463,47289783.0197984
 Выдачи,Ипотека,1,14-21,411074122.041374,549487505.084184,576004989.034957,702938040.362086,388729957.387019,509492446.1725,554539246.649062,497730781.117028,371175642.619143,426799219.776408,487568572.254185,517397697.907445,510810408.019468
 Выдачи,Ипотека,1,22-29,33178901765.8633,37796943996.9186,38829726999.5952,44955434352.4937,23311705100.5941,29771675593.09,28214881302.3371,28285958358.3562,22015173712.3228,24275687626.3301,25500910853.1988,26375222515.8819,28346247074.2528
 Выдачи,Ипотека,1,30-39,63182077594.1861,72703491918.6012,73517093446.514,84990215424.832,43598167934.2489,57972242780.9836,56631035581.4116,58178816935.4785,45571880877.2693,50140498793.0064,52294891526.7773,55667517236.4602,57582302526.9129
 Выдачи,Ипотека,1,40-54,28785752097.8981,32716715763.6037,33350861791.8237,37034544025.4677,20284843290.3487,25033128030.7028,24202948767.2381,25013403531.3347,21026517472.8245,23440659812.0269,25525080158.518,27871586754.2902,27285973211.6996
 Выдачи,Ипотека,1,55-59,3656122249.89443,4582005597.04906,4590261543.93743,5147465276.77614,2580351609.80989,3130578908.89672,3003500904.58721,3356241832.68544,2906152984.22742,3130919032.70132,3975218697.63318,3831200186.14745,3930645842.19442
 Выдачи,Ипотека,1,60-69,2294777977.95015,2799774459.46598,2619960075.77023,3179701647.02427,1554936210.60614,2152105732.4314,2105362169.29263,1964562169.79129,1791093126.34417,1960219541.13636,2057690175.77861,2411677897.6719,2197540103.80247
 Выдачи,Ипотека,1,От 70,24848515.9119295,28069888.2024978,52128536.6747547,12737115.4825051,26485440.0729868,22775220.566677,27825653.8382895,31394501.3216524,24376343.6485693,101033894.634552,34936130.6406961,43724193.9647284,239879266.807141
 Активные клиенты,Кредиты наличными,0,0-13,17.8664261402061,16.288487288398,11.8637259322803,10.3351268963416,11.8121725225459,11.7880454174976,13.2310043121718,11.7736702529608,11.7654094795844,64.7801894425533,48.5406215123756,38.3295030489943,30.9248765242315
 Активные клиенты,Кредиты наличными,0,14-21,31622.0853993197,32354.858841045,32988.5729204469,33215.6213981426,32284.1440256831,31811.5140647943,30341.6331109905,30726.3359426645,30201.8061340933,29274.756519903,28497.7576115383,27555.9642689154,24865.0733386499
 Активные клиенты,Кредиты наличными,0,22-29,1029450.07437907,1030351.95577276,1035114.53648868,1038216.6488187,1039183.2602788,1034816.51398638,1028298.95402609,1040733.58201047,1043613.88098191,1035864.67472708,1039862.19981283,1021075.84805037,980081.495098118
 Активные клиенты,Кредиты наличными,0,30-39,2664400.77499395,2670275.37519709,2683368.67364373,2697401.67984369,2715343.82992214,2723649.99629797,2730053.08731855,2770609.51810237,2798774.72579395,2799146.0967046,2841907.76768505,2812850.38496515,2726101.4962694
 Активные клиенты,Кредиты наличными,0,40-54,3833890.87519764,3828286.12893532,3834563.83651681,3831892.98859522,3842828.98589323,3840804.53401989,3835138.90992613,3876569.23331425,3899317.01121902,3881207.88016642,3916997.22036454,3887566.89832093,3782982.71329569
 Активные клиенты,Кредиты наличными,0,55-59,1508578.49078751,1496780.19313389,1489843.73664428,1478649.557953,1465677.99094253,1453716.49594257,1439891.97639232,1443638.88002826,1438391.90133608,1431977.8658439,1428603.4445145,1405787.59594147,1352500.94740043
 Активные клиенты,Кредиты наличными,0,60-69,1522882.05378159,1512525.23725549,1507744.61611035,1514884.51285157,1535992.90092612,1543672.54402917,1552728.9213897,1578965.4459158,1594996.85489027,1607658.79505804,1626915.41823935,1625212.20720372,1583433.19915171
 Активные клиенты,Кредиты наличными,0,От 70,53623.1003221385,52999.7760933036,52895.9050348133,52579.2198617884,54049.5484200392,54031.9796767772,53263.6130260331,53172.8382799343,53009.0524102677,52819.4108282055,52454.7607197826,52501.0996955321,51983.2448240653
 Активные клиенты,Кредиты наличными,1,0-13,8.93321307010303,11.8461725733803,11.8637259322803,10.3351268963416,10.3356509572276,10.3145397403104,8.8206695414479,2.94341756324021,1.47067618494806,39.7514798852032,27.9476305677314,20.6389631802277,19.1439711816671
 Активные клиенты,Кредиты наличными,1,14-21,31406.1994167922,31538.9537050535,31401.7995770044,30394.1317554413,28343.3079678488,26959.2598698169,24752.268844893,23628.2844889108,22232.2118878598,20751.7447771088,19679.5447034567,18570.6442272377,16643.4740227078
 Активные клиенты,Кредиты наличными,1,22-29,1296386.39186451,1294844.41236177,1295514.42290779,1290442.46783052,1284721.41398339,1274872.69138533,1259992.9509829,1261261.78439234,1255236.83061502,1237640.24207031,1235435.30574204,1207943.96910747,1161011.16673605
 Активные клиенты,Кредиты наличными,1,30-39,2763933.14615219,2770119.35996026,2777864.73366009,2783277.7256721,2798024.60801527,2804442.31257814,2810668.12648103,2842317.05677803,2870346.65301063,2856594.34652388,2900843.4368407,2864321.01071333,2787696.48723983
 Активные клиенты,Кредиты наличными,1,40-54,2923633.68507526,2921506.0415902,2926889.44399268,2924529.3814111,2932173.97483225,2934093.13010249,2932374.25470234,2961768.30003823,2982015.09573374,2965277.83708409,2996059.54325703,2975321.77733156,2905579.17132386
 Активные клиенты,Кредиты наличными,1,55-59,835757.170855404,831331.814225255,828412.839570562,822072.234248709,821799.419781691,819780.462986064,817001.2852723,821491.653103744,821387.356055339,818992.378689677,820430.642946323,811363.343176078,788600.550112748
 Активные клиенты,Кредиты наличными,1,60-69,739521.155320029,735946.432664397,734428.402735037,736162.230146219,743573.307251131,746429.350375685,748804.278712595,761943.372381832,768590.081015704,773158.922382038,781737.883889261,780216.199313803,758054.135172647
 Активные клиенты,Кредиты наличными,1,От 70,26546.5315066562,26131.1759253053,25917.7922648079,25495.2816065754,26271.7482117073,26201.8779517427,25515.2567602283,25413.4672410159,25255.922124113,25105.267963055,24916.0481150948,24753.4879113717,24292.2268163677
 Портфель,Кредиты наличными,0,0-13,3404666.36473648,2771372.09270989,2741585.45975917,2596084.95443216,2792224.87560234,2642341.99723595,3603298.79857838,3544314.75763274,3873693.37592839,16946384.796474,14043491.5069248,11240767.1224345,7462624.0170546
 Портфель,Кредиты наличными,0,14-21,5595023660.39366,5680372287.58694,5851345987.46515,5838893565.38835,5639479263.57687,5570847287.98444,5326394002.01609,5343061682.3374,9015188517.10296,8538642771.93919,8340749214.32889,8201218017.74788,7623027439.20603
 Портфель,Кредиты наличными,0,22-29,218886650116.176,222587722763.365,227550174478.299,236971771325.891,239099896050.711,240125616099.264,241514000660.584,247945092721.046,259969975622.34,255268302561.613,263953845403.356,254579219710.818,243803719454.196
 Портфель,Кредиты наличными,0,30-39,627502870193.534,641664204899.635,658937461852.724,690796489626.645,703318167504.288,713197482436.226,726525399793.509,751176318731.616,782040327618.952,773238054082.345,813962327437.309,790607562056.382,766533604976.543
 Портфель,Кредиты наличными,0,40-54,870864445698.852,888898674308.318,911164768819.652,941130493041.684,953905535269.78,965021456268.633,980424400239.814,1011575312988.5,1044711266894.7,1048786485224.9,1086478853149.63,1076774734839.67,1050086428308.43
 Портфель,Кредиты наличными,0,55-59,254819294732.73,258187328440.121,262194944326.034,266859819943.631,267500129174.424,269223532916.466,272355933727.284,280064033183.486,286163363859.507,290208692100.275,295298917018.512,293433204230.835,282802315432.359
 Портфель,Кредиты наличными,0,60-69,181532489355.436,183897020565.388,187168409364.968,193269834636.066,197831317314.709,201652712913.522,207496397139.096,216989910432.328,224733109005.583,230633544975.835,237901070115.942,240265807118.269,235094064783.962
 Портфель,Кредиты наличными,0,От 70,3865329705.58714,3826333663.25084,3796425423.33547,3777910840.95913,3834763084.7268,3817063008.25253,3803213678.22596,3940697421.0642,4042092706.75332,4123515340.22617,4196695879.95007,4281401498.99718,4288764512.23154
 Портфель,Кредиты наличными,1,0-13,1101104.8801719,1206685.21087839,1173762.95035742,651238.53673238,1370454.25074333,1319402.23924072,2899021.40672217,858722.323743481,841843.69703635,20629634.9003164,9383903.72258462,7753493.56364719,6878793.49404561
 Портфель,Кредиты наличными,1,14-21,6106911577.25766,6167658247.94021,6168503141.90405,5976561569.23483,5557468979.09438,5262001131.56504,4798129580.15302,4534800412.88029,6761123272.01022,6185801691.83013,5907429955.50191,5626263558.41175,5193419712.06418
 Портфель,Кредиты наличными,1,22-29,337249253175.603,341600324352.497,347375150892.935,357078229701.006,357191390287.103,356491542849.921,354395085561.542,357630765220.129,367050675652.262,357359416422.037,365845197644.851,351346642996.058,337932976169.851
 Портфель,Кредиты наличными,1,30-39,876338398186.572,895395087242.083,916015421861.266,951709213936.331,964816720943.864,974786835482.421,987312642746.111,1012102020951.67,1056133340529.45,1035845931743,1087504921213.29,1053996718635.04,1030050895031.11
 Портфель,Кредиты наличными,1,40-54,899338293375.279,918512281842.02,940524014258.629,966620793877.761,978420195038.389,989660111427.609,1002704166922.37,1029560589460.44,1065274726260.11,1064581692295.35,1097560019990.71,1088355199859.71,1071963958122.9
 Портфель,Кредиты наличными,1,55-59,188750994142.953,192240719504.78,196110617902.275,199984395582.283,202301819799.676,204367443301.582,207579308938.08,213331752993.466,218465422200.256,220927949834.427,225169823109.236,224714673154.353,220361071787.351
 Портфель,Кредиты наличными,1,60-69,115520385044.237,117550095926.246,119713718460.274,123571220638.988,126346111716.616,128905843452.914,132445267885.113,138187404926.066,142792330817.189,145972390863.255,150074121479.304,151651699898.791,148826823656.127
 Портфель,Кредиты наличными,1,От 70,2473021693.28843,2449187699.91701,2425975909.32078,2391023672.68973,2441804076.4758,2412623237.69797,2394518704.96632,2458430637.62879,2507354617.0573,2530656105.47614,2565978163.83144,2575421052.60284,2541333004.72687
 Выдачи,Кредиты наличными,0,14-21,1157519809.21714,1154077767.66448,1218751679.14982,867522003.291324,657847240.485307,771370150.401966,692008338.951932,741702923.287212,749794082.224612,596371965.728461,707210255.392762,1381250030.05228,1656982947.56081
 Выдачи,Кредиты наличными,0,22-29,19355668751.4569,20743157158.8921,22179359615.3591,21991580811.7252,18445933947.1788,17780401690.6772,21837532296.8165,23217150678.412,21510960071.3732,19722899885.4372,19997207145.5968,23200371360.2298,23803859818.9253
 Выдачи,Кредиты наличными,0,30-39,45301191067.793,48629752006.973,50820252816.0765,55295095965.7011,43325868986.2711,43346248226.7632,54993947449.2399,60547345104.626,55683900656.9244,55751958716.2237,57385867211.7822,65898825535.0448,65711501727.8137
 Выдачи,Кредиты наличными,0,40-54,57112106593.0629,59719862299.856,60835852382.8623,67531544858.0039,47632857677.4529,51760582253.5251,63384396795.5172,70361197827.261,61426803430.5498,64031060683.1439,68930924975.1388,76340571729.0339,73381032062.3699
 Выдачи,Кредиты наличными,0,55-59,17669837768.132,20034592069.4852,18470129544.4833,20573082578.4123,13950090128.5706,16274165769.0608,19687457442.9966,22814744014.2581,18940302002.5058,19442376881.7223,20529189889.4152,22651400450.0505,21624709290.6065
 Выдачи,Кредиты наличными,0,60-69,9735443201.54976,10674939486.0844,10407642026.7218,16560127133.8251,11219649266.437,13059715631.9549,16287457697.2039,19222276193.0144,15881122174.9233,15269013999.3536,17647020387.7093,18807385547.9565,21515143638.2366
 Выдачи,Кредиты наличными,0,От 70,81968138.9331604,89388931.1304756,105709339.452656,88115360.5545442,74721409.4115423,77687161.9522219,152265813.324569,267489424.37424,209842564.426903,204405099.068486,240379169.389804,232159026.536902,208818452.60437
 Выдачи,Кредиты наличными,1,14-21,998978118.642965,1139759610.15075,1030341036.2905,629849603.350696,386812993.658515,487012874.734728,288490783.503477,349420661.443076,329386051.788849,288276301.368892,313984848.645246,878653896.914878,1094872597.60297
 Выдачи,Кредиты наличными,1,22-29,25656861122.4778,27055232533.2595,27459633992.3071,25985962341.6906,19375445340.9817,18847039521.4266,19891568931.3288,21424531863.4361,20238911221.0299,19279817822.4124,19686717142.8245,22062593467.6751,24628522631.8763
 Выдачи,Кредиты наличными,1,30-39,55250862992.5636,57345665107.9703,57742504916.0499,61313069087.5748,45383853926.5747,44701252326.9228,52199173150.3607,58244696535.2269,52983842354.25,55986609205.7309,58967575632.5167,65784967504.8315,69899738855.6958
 Выдачи,Кредиты наличными,1,40-54,53560124234.495,55025345383.87,52940920168.9468,56560367622.967,39362154117.9183,41760157566.2121,47760178299.702,52297422798.8643,45546081118.1649,49091390301.3238,52517631002.1691,58056501391.9501,61009020063.1343
 Выдачи,Кредиты наличными,1,55-59,9965278986.73252,10762370758.326,9957515037.03556,11356820535.7138,7682340593.24454,8741220019.03447,10389614564.7094,11415961157.0895,9642612245.23436,10156830251.0146,10904205350.4698,11951999538.8374,12199548928.8508
