,date,pok,type,sex,age,value,year,age_sq,inc
0,2018-01-09, Активные клиенты,Total,0,7.0,369393.173159405,2018,49.0,0
1,2018-01-10, Активные клиенты,Total,0,7.0,366166.675359005,2018,49.0,0
2,2018-01-11, Активные клиенты,Total,0,7.0,369425.662370421,2018,49.0,0
3,2018-01-12, Активные клиенты,Total,0,7.0,372573.015444857,2018,49.0,0
4,2019-01-01, Активные клиенты,Total,0,7.0,379498.767975839,2019,49.0,0
5,2019-01-02, Активные клиенты,Total,0,7.0,377819.247339534,2019,49.0,0
6,2019-01-03, Активные клиенты,Total,0,7.0,375011.239153269,2019,49.0,0
7,2019-01-04, Активные клиенты,Total,0,7.0,373593.73108551704,2019,49.0,0
8,2019-01-05, Активные клиенты,Total,0,7.0,373223.672696843,2019,49.0,0
9,2019-01-06, Активные клиенты,Total,0,7.0,373615.067021144,2019,49.0,0
10,2019-01-07, Активные клиенты,Total,0,7.0,375330.711794092,2019,49.0,0
11,2019-01-08, Активные клиенты,Total,0,7.0,375501.157040095,2019,49.0,0
12,2019-01-09, Активные клиенты,Total,0,7.0,374534.85165493103,2019,49.0,0
13,2018-01-09, Активные клиенты,Total,0,18.0,5466236.11253557,2018,324.0,0
14,2018-01-10, Активные клиенты,Total,0,18.0,5528261.17548332,2018,324.0,0
15,2018-01-11, Активные клиенты,Total,0,18.0,5543074.03931743,2018,324.0,0
16,2018-01-12, Активные клиенты,Total,0,18.0,5528392.00190872,2018,324.0,0
17,2019-01-01, Активные клиенты,Total,0,18.0,5514931.61904492,2019,324.0,0
18,2019-01-02, Активные клиенты,Total,0,18.0,5510734.21713766,2019,324.0,0
19,2019-01-03, Активные клиенты,Total,0,18.0,5524139.65581553,2019,324.0,0
20,2019-01-04, Активные клиенты,Total,0,18.0,5546088.45982947,2019,324.0,0
21,2019-01-05, Активные клиенты,Total,0,18.0,5590427.60527489,2019,324.0,0
22,2019-01-06, Активные клиенты,Total,0,18.0,5686148.00365645,2019,324.0,0
23,2019-01-07, Активные клиенты,Total,0,18.0,5813943.4471583,2019,324.0,0
24,2019-01-08, Активные клиенты,Total,0,18.0,5928298.6713475,2019,324.0,0
25,2019-01-09, Активные клиенты,Total,0,18.0,6097207.28593451,2019,324.0,0
26,2018-01-09, Активные клиенты,Total,0,26.0,10672000.2458717,2018,676.0,1
27,2018-01-10, Активные клиенты,Total,0,26.0,10571811.8721868,2018,676.0,1
28,2018-01-11, Активные клиенты,Total,0,26.0,10544605.830142,2018,676.0,1
29,2018-01-12, Активные клиенты,Total,0,26.0,10497918.6312752,2018,676.0,1
30,2019-01-01, Активные клиенты,Total,0,26.0,10463035.0485297,2019,676.0,1
31,2019-01-02, Активные клиенты,Total,0,26.0,10382927.0629338,2019,676.0,1
32,2019-01-03, Активные клиенты,Total,0,26.0,10335064.5899381,2019,676.0,1
33,2019-01-04, Активные клиенты,Total,0,26.0,10285706.9288757,2019,676.0,1
34,2019-01-05, Активные клиенты,Total,0,26.0,10282909.1828526,2019,676.0,1
35,2019-01-06, Активные клиенты,Total,0,26.0,10274129.9423395,2019,676.0,1
36,2019-01-07, Активные клиенты,Total,0,26.0,10322393.798714802,2019,676.0,1
37,2019-01-08, Активные клиенты,Total,0,26.0,10336402.082853803,2019,676.0,1
38,2019-01-09, Активные клиенты,Total,0,26.0,10335256.7854343,2019,676.0,1
39,2018-01-09, Активные клиенты,Total,0,35.0,18989984.1083296,2018,1225.0,1
40,2018-01-10, Активные клиенты,Total,0,35.0,18895045.0354192,2018,1225.0,1
41,2018-01-11, Активные клиенты,Total,0,35.0,18930038.701820802,2018,1225.0,1
42,2018-01-12, Активные клиенты,Total,0,35.0,18955230.1521235,2018,1225.0,1
43,2019-01-01, Активные клиенты,Total,0,35.0,19002660.2334014,2019,1225.0,1
44,2019-01-02, Активные клиенты,Total,0,35.0,18954346.5266321,2019,1225.0,1
45,2019-01-03, Активные клиенты,Total,0,35.0,18961879.8081205,2019,1225.0,1
46,2019-01-04, Активные клиенты,Total,0,35.0,18951773.7252396,2019,1225.0,1
47,2019-01-05, Активные клиенты,Total,0,35.0,19051031.00373,2019,1225.0,1
48,2019-01-06, Активные клиенты,Total,0,35.0,19141176.275318105,2019,1225.0,1
49,2019-01-07, Активные клиенты,Total,0,35.0,19321337.9592663,2019,1225.0,1
50,2019-01-08, Активные клиенты,Total,0,35.0,19437896.9818651,2019,1225.0,1
51,2019-01-09, Активные клиенты,Total,0,35.0,19481276.6412519,2019,1225.0,1
52,2018-01-09, Активные клиенты,Total,0,47.0,21952545.6571481,2018,2209.0,1
53,2018-01-10, Активные клиенты,Total,0,47.0,21845725.5927632,2018,2209.0,1
54,2018-01-11, Активные клиенты,Total,0,47.0,21903888.896250304,2018,2209.0,1
55,2018-01-12, Активные клиенты,Total,0,47.0,21938393.850054,2018,2209.0,1
56,2019-01-01, Активные клиенты,Total,0,47.0,21984908.450176198,2019,2209.0,1
57,2019-01-02, Активные клиенты,Total,0,47.0,21929286.4414524,2019,2209.0,1
58,2019-01-03, Активные клиенты,Total,0,47.0,21944203.2794914,2019,2209.0,1
59,2019-01-04, Активные клиенты,Total,0,47.0,21921620.718567397,2019,2209.0,1
60,2019-01-05, Активные клиенты,Total,0,47.0,22068118.300615303,2019,2209.0,1
61,2019-01-06, Активные клиенты,Total,0,47.0,22203908.284051802,2019,2209.0,1
62,2019-01-07, Активные клиенты,Total,0,47.0,22440666.0173257,2019,2209.0,1
63,2019-01-08, Активные клиенты,Total,0,47.0,22606773.1547659,2019,2209.0,1
64,2019-01-09, Активные клиенты,Total,0,47.0,22670061.4478299,2019,2209.0,1
65,2018-01-09, Активные клиенты,Total,0,57.0,9043618.38434903,2018,3249.0,0
66,2018-01-10, Активные клиенты,Total,0,57.0,8949333.96235388,2018,3249.0,0
67,2018-01-11, Активные клиенты,Total,0,57.0,8924132.01601676,2018,3249.0,0
68,2018-01-12, Активные клиенты,Total,0,57.0,8892882.30495994,2018,3249.0,0
69,2019-01-01, Активные клиенты,Total,0,57.0,8862762.72065793,2019,3249.0,0
70,2019-01-02, Активные клиенты,Total,0,57.0,8800445.12647895,2019,3249.0,0
71,2019-01-03, Активные клиенты,Total,0,57.0,8761773.58498272,2019,3249.0,0
72,2019-01-04, Активные клиенты,Total,0,57.0,8689652.49040693,2019,3249.0,0
73,2019-01-05, Активные клиенты,Total,0,57.0,8688651.87580058,2019,3249.0,0
74,2019-01-06, Активные клиенты,Total,0,57.0,8685603.03500105,2019,3249.0,0
75,2019-01-07, Активные клиенты,Total,0,57.0,8712931.71770081,2019,3249.0,0
76,2019-01-08, Активные клиенты,Total,0,57.0,8720885.15239925,2019,3249.0,0
77,2019-01-09, Активные клиенты,Total,0,57.0,8688808.59163901,2019,3249.0,0
78,2018-01-09, Активные клиенты,Total,0,65.0,14568621.660034198,2018,4225.0,0
79,2018-01-10, Активные клиенты,Total,0,65.0,14507482.3312225,2018,4225.0,0
80,2018-01-11, Активные клиенты,Total,0,65.0,14560921.1777599,2018,4225.0,0
81,2018-01-12, Активные клиенты,Total,0,65.0,14603372.662096601,2018,4225.0,0
82,2019-01-01, Активные клиенты,Total,0,65.0,14667030.0868819,2019,4225.0,0
83,2019-01-02, Активные клиенты,Total,0,65.0,14645792.208945902,2019,4225.0,0
84,2019-01-03, Активные клиенты,Total,0,65.0,14657275.101503698,2019,4225.0,0
85,2019-01-04, Активные клиенты,Total,0,65.0,14647109.8707397,2019,4225.0,0
86,2019-01-05, Активные клиенты,Total,0,65.0,14718835.792459805,2019,4225.0,0
87,2019-01-06, Активные клиенты,Total,0,65.0,14777255.450412301,2019,4225.0,0
88,2019-01-07, Активные клиенты,Total,0,65.0,14875232.9696236,2019,4225.0,0
89,2019-01-08, Активные клиенты,Total,0,65.0,14953709.505949,2019,4225.0,0
90,2019-01-09, Активные клиенты,Total,0,65.0,14980386.8185398,2019,4225.0,0
91,2018-01-09, Активные клиенты,Total,0,77.0,10792287.452078098,2018,5929.0,0
92,2018-01-10, Активные клиенты,Total,0,77.0,10764992.7317551,2018,5929.0,0
93,2018-01-11, Активные клиенты,Total,0,77.0,10837473.4893173,2018,5929.0,0
94,2018-01-12, Активные клиенты,Total,0,77.0,10915879.871972501,2018,5929.0,0
95,2019-01-01, Активные клиенты,Total,0,77.0,11034816.026074,2019,5929.0,0
96,2019-01-02, Активные клиенты,Total,0,77.0,11066710.70381,2019,5929.0,0
97,2019-01-03, Активные клиенты,Total,0,77.0,11084638.745242098,2019,5929.0,0
98,2019-01-04, Активные клиенты,Total,0,77.0,11089023.0525112,2019,5929.0,0
99,2019-01-05, Активные клиенты,Total,0,77.0,11145739.8726246,2019,5929.0,0
100,2019-01-06, Активные клиенты,Total,0,77.0,11196970.971451,2019,5929.0,0
101,2019-01-07, Активные клиенты,Total,0,77.0,11260992.3584419,2019,5929.0,0
102,2019-01-08, Активные клиенты,Total,0,77.0,11329571.2193051,2019,5929.0,0
103,2019-01-09, Активные клиенты,Total,0,77.0,11357419.625447901,2019,5929.0,0
104,2018-01-09, Активные клиенты,Total,1,7.0,381084.013369015,2018,49.0,0
105,2018-01-10, Активные клиенты,Total,1,7.0,377998.248912125,2018,49.0,0
106,2018-01-11, Активные клиенты,Total,1,7.0,381563.98243613,2018,49.0,0
107,2018-01-12, Активные клиенты,Total,1,7.0,384126.5310545821,2018,49.0,0
108,2019-01-01, Активные клиенты,Total,1,7.0,391342.072773819,2019,49.0,0
109,2019-01-02, Активные клиенты,Total,1,7.0,389660.69357193203,2019,49.0,0
110,2019-01-03, Активные клиенты,Total,1,7.0,386619.446148765,2019,49.0,0
111,2019-01-04, Активные клиенты,Total,1,7.0,384912.771337353,2019,49.0,0
112,2019-01-05, Активные клиенты,Total,1,7.0,384369.7413902821,2019,49.0,0
113,2019-01-06, Активные клиенты,Total,1,7.0,384288.11640421295,2019,49.0,0
114,2019-01-07, Активные клиенты,Total,1,7.0,385879.594499868,2019,49.0,0
115,2019-01-08, Активные клиенты,Total,1,7.0,386354.15661652,2019,49.0,0
116,2019-01-09, Активные клиенты,Total,1,7.0,385811.040495498,2019,49.0,0
117,2018-01-09, Активные клиенты,Total,1,18.0,5854372.89743424,2018,324.0,0
118,2018-01-10, Активные клиенты,Total,1,18.0,5937117.74556893,2018,324.0,0
119,2018-01-11, Активные клиенты,Total,1,18.0,6008391.9891877,2018,324.0,0
120,2018-01-12, Активные клиенты,Total,1,18.0,6005256.44877817,2018,324.0,0
121,2019-01-01, Активные клиенты,Total,1,18.0,5956817.34025298,2019,324.0,0
122,2019-01-02, Активные клиенты,Total,1,18.0,5943469.85091413,2019,324.0,0
123,2019-01-03, Активные клиенты,Total,1,18.0,6002874.1454744,2019,324.0,0
124,2019-01-04, Активные клиенты,Total,1,18.0,6010304.27588962,2019,324.0,0
125,2019-01-05, Активные клиенты,Total,1,18.0,6052953.051773097,2019,324.0,0
126,2019-01-06, Активные клиенты,Total,1,18.0,6057026.98969336,2019,324.0,0
127,2019-01-07, Активные клиенты,Total,1,18.0,6235774.21996849,2019,324.0,0
128,2019-01-08, Активные клиенты,Total,1,18.0,6399233.09796836,2019,324.0,0
129,2019-01-09, Активные клиенты,Total,1,18.0,6594620.4871835,2019,324.0,0
130,2018-01-09, Активные клиенты,Total,1,26.0,10941696.4492863,2018,676.0,1
131,2018-01-10, Активные клиенты,Total,1,26.0,10879373.9283383,2018,676.0,1
132,2018-01-11, Активные клиенты,Total,1,26.0,10891321.9408138,2018,676.0,1
133,2018-01-12, Активные клиенты,Total,1,26.0,10856011.5189267,2018,676.0,1
134,2019-01-01, Активные клиенты,Total,1,26.0,10802622.7587897,2019,676.0,1
135,2019-01-02, Активные клиенты,Total,1,26.0,10748417.0688953,2019,676.0,1
136,2019-01-03, Активные клиенты,Total,1,26.0,10760748.0110686,2019,676.0,1
137,2019-01-04, Активные клиенты,Total,1,26.0,10765753.1232644,2019,676.0,1
138,2019-01-05, Активные клиенты,Total,1,26.0,10811216.0132446,2019,676.0,1
139,2019-01-06, Активные клиенты,Total,1,26.0,10795516.717954902,2019,676.0,1
140,2019-01-07, Активные клиенты,Total,1,26.0,10882047.1891985,2019,676.0,1
141,2019-01-08, Активные клиенты,Total,1,26.0,10933060.088250699,2019,676.0,1
142,2019-01-09, Активные клиенты,Total,1,26.0,10955236.045518901,2019,676.0,1
143,2018-01-09, Активные клиенты,Total,1,35.0,17353394.0369972,2018,1225.0,1
144,2018-01-10, Активные клиенты,Total,1,35.0,17303488.7172066,2018,1225.0,1
145,2018-01-11, Активные клиенты,Total,1,35.0,17363852.8883867,2018,1225.0,1
146,2018-01-12, Активные клиенты,Total,1,35.0,17457326.5911354,2018,1225.0,1
147,2019-01-01, Активные клиенты,Total,1,35.0,17494825.778931197,2019,1225.0,1
148,2019-01-02, Активные клиенты,Total,1,35.0,17485387.9568633,2019,1225.0,1
149,2019-01-03, Активные клиенты,Total,1,35.0,17518408.249294,2019,1225.0,1
150,2019-01-04, Активные клиенты,Total,1,35.0,17579360.4422346,2019,1225.0,1
151,2019-01-05, Активные клиенты,Total,1,35.0,17720138.0031565,2019,1225.0,1
152,2019-01-06, Активные клиенты,Total,1,35.0,17860685.999299698,2019,1225.0,1
153,2019-01-07, Активные клиенты,Total,1,35.0,18058915.0726786,2019,1225.0,1
154,2019-01-08, Активные клиенты,Total,1,35.0,18210377.355980802,2019,1225.0,1
155,2019-01-09, Активные клиенты,Total,1,35.0,18236207.108951896,2019,1225.0,1
156,2018-01-09, Активные клиенты,Total,1,47.0,18283391.3279521,2018,2209.0,1
157,2018-01-10, Активные клиенты,Total,1,47.0,18221122.078351002,2018,2209.0,1
158,2018-01-11, Активные клиенты,Total,1,47.0,18296923.214435603,2018,2209.0,1
159,2018-01-12, Активные клиенты,Total,1,47.0,18399051.1050465,2018,2209.0,1
160,2019-01-01, Активные клиенты,Total,1,47.0,18432372.8607567,2019,2209.0,1
161,2019-01-02, Активные клиенты,Total,1,47.0,18410196.4369194,2019,2209.0,1
162,2019-01-03, Активные клиенты,Total,1,47.0,18430263.648852807,2019,2209.0,1
163,2019-01-04, Активные клиенты,Total,1,47.0,18468121.6578585,2019,2209.0,1
164,2019-01-05, Активные клиенты,Total,1,47.0,18612721.8769676,2019,2209.0,1
165,2019-01-06, Активные клиенты,Total,1,47.0,18750832.610808,2019,2209.0,1
166,2019-01-07, Активные клиенты,Total,1,47.0,18957969.9734851,2019,2209.0,1
167,2019-01-08, Активные клиенты,Total,1,47.0,19117236.438433602,2019,2209.0,1
168,2019-01-09, Активные клиенты,Total,1,47.0,19155275.8786868,2019,2209.0,1
169,2018-01-09, Активные клиенты,Total,1,57.0,6146956.864776,2018,3249.0,0
170,2018-01-10, Активные клиенты,Total,1,57.0,6100546.78108007,2018,3249.0,0
171,2018-01-11, Активные клиенты,Total,1,57.0,6099796.17069739,2018,3249.0,0
172,2018-01-12, Активные клиенты,Total,1,57.0,6110589.06895139,2018,3249.0,0
173,2019-01-01, Активные клиенты,Total,1,57.0,6097430.20112919,2019,3249.0,0
174,2019-01-02, Активные клиенты,Total,1,57.0,6078900.18522302,2019,3249.0,0
175,2019-01-03, Активные клиенты,Total,1,57.0,6068654.95867256,2019,3249.0,0
176,2019-01-04, Активные клиенты,Total,1,57.0,6052375.70092427,2019,3249.0,0
177,2019-01-05, Активные клиенты,Total,1,57.0,6068739.59388191,2019,3249.0,0
178,2019-01-06, Активные клиенты,Total,1,57.0,6081714.43256125,2019,3249.0,0
179,2019-01-07, Активные клиенты,Total,1,57.0,6109083.60379472,2019,3249.0,0
180,2019-01-08, Активные клиенты,Total,1,57.0,6124579.22883378,2019,3249.0,0
181,2019-01-09, Активные клиенты,Total,1,57.0,6104935.38259016,2019,3249.0,0
182,2018-01-09, Активные клиенты,Total,1,65.0,9594060.87485755,2018,4225.0,0
183,2018-01-10, Активные клиенты,Total,1,65.0,9559137.47150212,2018,4225.0,0
184,2018-01-11, Активные клиенты,Total,1,65.0,9599483.91781485,2018,4225.0,0
185,2018-01-12, Активные клиенты,Total,1,65.0,9647947.41349279,2018,4225.0,0
186,2019-01-01, Активные клиенты,Total,1,65.0,9687837.98230239,2019,4225.0,0
187,2019-01-02, Активные клиенты,Total,1,65.0,9675980.45495781,2019,4225.0,0
188,2019-01-03, Активные клиенты,Total,1,65.0,9678759.14319981,2019,4225.0,0
189,2019-01-04, Активные клиенты,Total,1,65.0,9673784.03246705,2019,4225.0,0
190,2019-01-05, Активные клиенты,Total,1,65.0,9715288.1408435,2019,4225.0,0
191,2019-01-06, Активные клиенты,Total,1,65.0,9749041.58168255,2019,4225.0,0
192,2019-01-07, Активные клиенты,Total,1,65.0,9815219.63456965,2019,4225.0,0
193,2019-01-08, Активные клиенты,Total,1,65.0,9871913.96500587,2019,4225.0,0
194,2019-01-09, Активные клиенты,Total,1,65.0,9889999.07314978,2019,4225.0,0
195,2018-01-09, Активные клиенты,Total,1,77.0,4677174.11032423,2018,5929.0,0
196,2018-01-10, Активные клиенты,Total,1,77.0,4665907.0565746,2018,5929.0,0
197,2018-01-11, Активные клиенты,Total,1,77.0,4696436.13766756,2018,5929.0,0
198,2018-01-12, Активные клиенты,Total,1,77.0,4737038.833267598,2018,5929.0,0
199,2019-01-01, Активные клиенты,Total,1,77.0,4815464.27876962,2019,5929.0,0
200,2019-01-02, Активные клиенты,Total,1,77.0,4834561.05681368,2019,5929.0,0
201,2019-01-03, Активные клиенты,Total,1,77.0,4843221.71433549,2019,5929.0,0
202,2019-01-04, Активные клиенты,Total,1,77.0,4846653.74374399,2019,5929.0,0
203,2019-01-05, Активные клиенты,Total,1,77.0,4883750.17450301,2019,5929.0,0
204,2019-01-06, Активные клиенты,Total,1,77.0,4912117.11046368,2019,5929.0,0
205,2019-01-07, Активные клиенты,Total,1,77.0,4951247.02874438,2019,5929.0,0
206,2019-01-08, Активные клиенты,Total,1,77.0,4989899.66494641,2019,5929.0,0
207,2019-01-09, Активные клиенты,Total,1,77.0,5010302.02662285,2019,5929.0,0
208,2018-01-09, Активные клиенты,Дебетовые карты,0,7.0,3529.7287638407106,2018,49.0,0
209,2018-01-10, Активные клиенты,Дебетовые карты,0,7.0,3656.07903443399,2018,49.0,0
210,2018-01-11, Активные клиенты,Дебетовые карты,0,7.0,3354.50672458851,2018,49.0,0
211,2018-01-12, Активные клиенты,Дебетовые карты,0,7.0,3194.4042175476093,2018,49.0,0
212,2019-01-01, Активные клиенты,Дебетовые карты,0,7.0,4346.90599135152,2019,49.0,0
213,2019-01-02, Активные клиенты,Дебетовые карты,0,7.0,4152.46844353831,2019,49.0,0
214,2019-01-03, Активные клиенты,Дебетовые карты,0,7.0,4120.4474619270595,2019,49.0,0
215,2019-01-04, Активные клиенты,Дебетовые карты,0,7.0,4257.19101701662,2019,49.0,0
216,2019-01-05, Активные клиенты,Дебетовые карты,0,7.0,4238.92977243364,2019,49.0,0
217,2019-01-06, Активные клиенты,Дебетовые карты,0,7.0,4298.75357647603,2019,49.0,0
218,2019-01-07, Активные клиенты,Дебетовые карты,0,7.0,3818.745432015041,2019,49.0,0
219,2019-01-08, Активные клиенты,Дебетовые карты,0,7.0,3548.2831783489205,2019,49.0,0
220,2019-01-09, Активные клиенты,Дебетовые карты,0,7.0,4321.2058540261605,2019,49.0,0
221,2018-01-09, Активные клиенты,Дебетовые карты,0,18.0,4964837.84146613,2018,324.0,0
222,2018-01-10, Активные клиенты,Дебетовые карты,0,18.0,5027999.74909926,2018,324.0,0
223,2018-01-11, Активные клиенты,Дебетовые карты,0,18.0,5039744.96604517,2018,324.0,0
224,2018-01-12, Активные клиенты,Дебетовые карты,0,18.0,5028888.37293642,2018,324.0,0
225,2019-01-01, Активные клиенты,Дебетовые карты,0,18.0,5049901.45599414,2019,324.0,0
226,2019-01-02, Активные клиенты,Дебетовые карты,0,18.0,5038688.9320524,2019,324.0,0
227,2019-01-03, Активные клиенты,Дебетовые карты,0,18.0,5053780.025001401,2019,324.0,0
228,2019-01-04, Активные клиенты,Дебетовые карты,0,18.0,5068114.75897799,2019,324.0,0
229,2019-01-05, Активные клиенты,Дебетовые карты,0,18.0,5117432.31387321,2019,324.0,0
230,2019-01-06, Активные клиенты,Дебетовые карты,0,18.0,5211323.38474857,2019,324.0,0
231,2019-01-07, Активные клиенты,Дебетовые карты,0,18.0,5348522.50984802,2019,324.0,0
232,2019-01-08, Активные клиенты,Дебетовые карты,0,18.0,5463344.82658075,2019,324.0,0
233,2019-01-09, Активные клиенты,Дебетовые карты,0,18.0,5615205.37065781,2019,324.0,0
234,2018-01-09, Активные клиенты,Дебетовые карты,0,26.0,9362498.65256498,2018,676.0,1
235,2018-01-10, Активные клиенты,Дебетовые карты,0,26.0,9269729.35786769,2018,676.0,1
236,2018-01-11, Активные клиенты,Дебетовые карты,0,26.0,9250356.10580375,2018,676.0,1
237,2018-01-12, Активные клиенты,Дебетовые карты,0,26.0,9185754.26121486,2018,676.0,1
238,2019-01-01, Активные клиенты,Дебетовые карты,0,26.0,9240195.26478618,2019,676.0,1
239,2019-01-02, Активные клиенты,Дебетовые карты,0,26.0,9160300.012275,2019,676.0,1
240,2019-01-03, Активные клиенты,Дебетовые карты,0,26.0,9128985.96879092,2019,676.0,1
241,2019-01-04, Активные клиенты,Дебетовые карты,0,26.0,9066595.75517947,2019,676.0,1
242,2019-01-05, Активные клиенты,Дебетовые карты,0,26.0,9068349.3061968,2019,676.0,1
243,2019-01-06, Активные клиенты,Дебетовые карты,0,26.0,9057756.77110966,2019,676.0,1
244,2019-01-07, Активные клиенты,Дебетовые карты,0,26.0,9117142.31646361,2019,676.0,1
245,2019-01-08, Активные клиенты,Дебетовые карты,0,26.0,9129675.12597489,2019,676.0,1
246,2019-01-09, Активные клиенты,Дебетовые карты,0,26.0,9112279.55726223,2019,676.0,1
247,2018-01-09, Активные клиенты,Дебетовые карты,0,35.0,16255553.613512302,2018,1225.0,1
248,2018-01-10, Активные клиенты,Дебетовые карты,0,35.0,16189937.991917001,2018,1225.0,1
249,2018-01-11, Активные клиенты,Дебетовые карты,0,35.0,16232261.41208,2018,1225.0,1
250,2018-01-12, Активные клиенты,Дебетовые карты,0,35.0,16203691.6602776,2018,1225.0,1
251,2019-01-01, Активные клиенты,Дебетовые карты,0,35.0,16417206.2557618,2019,1225.0,1
252,2019-01-02, Активные клиенты,Дебетовые карты,0,35.0,16368702.739454001,2019,1225.0,1
253,2019-01-03, Активные клиенты,Дебетовые карты,0,35.0,16402155.1770165,2019,1225.0,1
254,2019-01-04, Активные клиенты,Дебетовые карты,0,35.0,16372949.0190055,2019,1225.0,1
255,2019-01-05, Активные клиенты,Дебетовые карты,0,35.0,16472486.9203831,2019,1225.0,1
256,2019-01-06, Активные клиенты,Дебетовые карты,0,35.0,16551718.304967001,2019,1225.0,1
257,2019-01-07, Активные клиенты,Дебетовые карты,0,35.0,16757778.9804052,2019,1225.0,1
258,2019-01-08, Активные клиенты,Дебетовые карты,0,35.0,16872400.5073645,2019,1225.0,1
259,2019-01-09, Активные клиенты,Дебетовые карты,0,35.0,16920991.423758898,2019,1225.0,1
260,2018-01-09, Активные клиенты,Дебетовые карты,0,47.0,18206324.518733107,2018,2209.0,1
261,2018-01-10, Активные клиенты,Дебетовые карты,0,47.0,18154824.399373494,2018,2209.0,1
262,2018-01-11, Активные клиенты,Дебетовые карты,0,47.0,18224211.561685607,2018,2209.0,1
263,2018-01-12, Активные клиенты,Дебетовые карты,0,47.0,18218520.3204406,2018,2209.0,1
264,2019-01-01, Активные клиенты,Дебетовые карты,0,47.0,18451159.6094525,2019,2209.0,1
265,2019-01-02, Активные клиенты,Дебетовые карты,0,47.0,18393648.0480296,2019,2209.0,1
266,2019-01-03, Активные клиенты,Дебетовые карты,0,47.0,18430360.572979398,2019,2209.0,1
267,2019-01-04, Активные клиенты,Дебетовые карты,0,47.0,18418783.398325894,2019,2209.0,1
268,2019-01-05, Активные клиенты,Дебетовые карты,0,47.0,18557085.1166407,2019,2209.0,1
269,2019-01-06, Активные клиенты,Дебетовые карты,0,47.0,18675834.9928712,2019,2209.0,1
270,2019-01-07, Активные клиенты,Дебетовые карты,0,47.0,18942774.3130383,2019,2209.0,1
271,2019-01-08, Активные клиенты,Дебетовые карты,0,47.0,19105828.8049088,2019,2209.0,1
272,2019-01-09, Активные клиенты,Дебетовые карты,0,47.0,19188064.3887421,2019,2209.0,1
273,2018-01-09, Активные клиенты,Дебетовые карты,0,57.0,7729161.14377314,2018,3249.0,0
274,2018-01-10, Активные клиенты,Дебетовые карты,0,57.0,7657925.45272532,2018,3249.0,0
275,2018-01-11, Активные клиенты,Дебетовые карты,0,57.0,7642752.00146547,2018,3249.0,0
276,2018-01-12, Активные клиенты,Дебетовые карты,0,57.0,7595636.16179402,2018,3249.0,0
277,2019-01-01, Активные клиенты,Дебетовые карты,0,57.0,7635376.41414626,2019,3249.0,0
278,2019-01-02, Активные клиенты,Дебетовые карты,0,57.0,7571257.04141774,2019,3249.0,0
279,2019-01-03, Активные клиенты,Дебетовые карты,0,57.0,7540415.92887236,2019,3249.0,0
280,2019-01-04, Активные клиенты,Дебетовые карты,0,57.0,7475705.83253703,2019,3249.0,0
281,2019-01-05, Активные клиенты,Дебетовые карты,0,57.0,7477630.84181072,2019,3249.0,0
282,2019-01-06, Активные клиенты,Дебетовые карты,0,57.0,7469171.13106392,2019,3249.0,0
283,2019-01-07, Активные клиенты,Дебетовые карты,0,57.0,7517484.69505747,2019,3249.0,0
284,2019-01-08, Активные клиенты,Дебетовые карты,0,57.0,7528814.17430861,2019,3249.0,0
285,2019-01-09, Активные клиенты,Дебетовые карты,0,57.0,7509929.03461777,2019,3249.0,0
286,2018-01-09, Активные клиенты,Дебетовые карты,0,65.0,10654506.456346199,2018,4225.0,0
287,2018-01-10, Активные клиенты,Дебетовые карты,0,65.0,10658496.1597762,2018,4225.0,0
288,2018-01-11, Активные клиенты,Дебетовые карты,0,65.0,10736912.6354002,2018,4225.0,0
289,2018-01-12, Активные клиенты,Дебетовые карты,0,65.0,10760551.5404077,2018,4225.0,0
290,2019-01-01, Активные клиенты,Дебетовые карты,0,65.0,10906813.7322121,2019,4225.0,0
291,2019-01-02, Активные клиенты,Дебетовые карты,0,65.0,10886664.2509871,2019,4225.0,0
292,2019-01-03, Активные клиенты,Дебетовые карты,0,65.0,10925208.4167748,2019,4225.0,0
293,2019-01-04, Активные клиенты,Дебетовые карты,0,65.0,10940511.925772801,2019,4225.0,0
294,2019-01-05, Активные клиенты,Дебетовые карты,0,65.0,11043898.8133894,2019,4225.0,0
295,2019-01-06, Активные клиенты,Дебетовые карты,0,65.0,11118753.1112835,2019,4225.0,0
296,2019-01-07, Активные клиенты,Дебетовые карты,0,65.0,11268672.567927195,2019,4225.0,0
297,2019-01-08, Активные клиенты,Дебетовые карты,0,65.0,11376230.744542599,2019,4225.0,0
298,2019-01-09, Активные клиенты,Дебетовые карты,0,65.0,11439368.125484401,2019,4225.0,0
299,2018-01-09, Активные клиенты,Дебетовые карты,0,77.0,3958495.87523926,2018,5929.0,0
300,2018-01-10, Активные клиенты,Дебетовые карты,0,77.0,3997084.63438292,2018,5929.0,0
301,2018-01-11, Активные клиенты,Дебетовые карты,0,77.0,4066068.71227675,2018,5929.0,0
302,2018-01-12, Активные клиенты,Дебетовые карты,0,77.0,4118544.77101669,2018,5929.0,0
303,2019-01-01, Активные клиенты,Дебетовые карты,0,77.0,4200392.45841323,2019,5929.0,0
304,2019-01-02, Активные клиенты,Дебетовые карты,0,77.0,4214193.41595017,2019,5929.0,0
305,2019-01-03, Активные клиенты,Дебетовые карты,0,77.0,4245762.61888083,2019,5929.0,0
306,2019-01-04, Активные клиенты,Дебетовые карты,0,77.0,4286548.50172776,2019,5929.0,0
