,,,,,,,,,,,,,,,,
Сумма по полю Значения2,,,ММГГ,,,,,,,,,,,,,
Показатель,Пол,Возраст,9 2018,10 2018,11 2018,12 2018,1 2019,2 2019,3 2019,4 2019,5 2019,6 2019,7 2019,8 2019,9 2019,Total Result
,,От 70,119482.163738682,123151.048974327,127629.225127754,131877.765205896,113830.509009626,109612.831716163,107380.602839722,106939.146422217,106264.868258937,106030.504844897,105178.44393857,107037.080224877,109099.19329961,1473513.38360128
,Жен Result,,6668037.03989945,6717085.34639026,6811213.59545018,6934855.45832936,6710488.94872193,6574773.59516492,6422125.787444,6330458.36266215,6277613.15851375,6249124.79008271,6202253.72183842,6221262.88933839,6272982.22056437,84392274.9143999
,,,,,,,,,,,,,,,,
,Муж,14-21,290516.294334794,299847.190517906,309250.198845296,324547.344548084,331064.694360399,333863.782951147,337328.64744043,330483.96201789,326454.929374862,322682.526084678,318044.08857932,318135.217474839,321557.833083527,4163776.70961317
,,14-22,32399.8986128328,30296.9322283636,28821.1697051996,28400.5366899779,25587.9803332473,24349.7774753927,22751.1870975896,20072.8597809394,18328.2263033893,16683.2305922779,14646.016178241,13342.2269152631,12458.5783772526,288138.620289967
,,22-29,1247912.58631948,1271029.96478132,1307020.32423554,1371968.72673353,1400268.62994492,1415957.53847043,1438109.92054485,1429655.10993916,1429955.82028859,1436742.44260778,1432291.28099287,1439120.58189063,1454177.36924036,18074210.2959894
,,22-30,488022.489690073,477622.225717731,469721.140051472,461594.740712543,403457.19001626,377356.829073762,356283.124807704,333736.84191929,311679.814108003,291513.617738519,271452.493767437,257426.006781901,246303.069256427,4746169.58364112
,,30-39,1189376.21018024,1207521.75548525,1237977.36922962,1299263.91686949,1325233.98963245,1340117.97755623,1366678.86787748,1364813.41101966,1370772.52946226,1382374.3039741,1381949.08089731,1387832.67369237,1399400.87795123,17253312.9638277
,,30-40,557557.213027955,553432.48662996,550692.441367657,534654.90982415,456311.422825152,407594.851616152,359635.043888143,341140.74201345,323235.993572475,307492.722873533,289952.138537063,278792.966645576,269451.822943256,5229944.75576452
,,40-54,815830.915265273,828822.090338,849543.080818618,893220.851547459,909101.876054261,919124.276149125,933790.001795994,934244.379610731,941994.285872203,952627.798583056,956006.176172934,963627.444984019,973168.984594362,11871102.161786
,,40-55,367365.770636733,365449.252687578,363633.665079025,349707.343337686,300824.611686484,264559.685052194,227875.262029716,216564.077754173,205554.899579605,196184.116314707,184770.910184771,178059.84617817,171966.884938819,3392516.32545966
,,55-59,135081.726511489,136329.535190252,138453.145303025,144340.721673921,146522.796756469,147341.323313003,148978.703552655,149370.517879415,151010.075251129,153326.157534851,154370.681166894,155775.694806925,157580.389686853,1918481.46862688
,,55-60,68753.4343116141,68417.8414157268,68058.2203732317,65199.9609929404,56380.8722432554,49522.2408761207,41287.0379708621,39069.1026741588,37130.5815714604,35427.7316763859,33387.9049416898,32015.8026539874,31008.9340405129,625659.665741947
,,60-69,130425.45365695,131923.386776842,135384.690425491,141170.691560759,142675.811457088,142770.526336228,144132.520458905,144652.402694996,145914.616980092,147278.628405928,149016.253579297,151616.466852655,154090.337598391,1861051.78678362
,,60-70,76020.9953210632,75922.1461802833,75968.7405716952,73054.5284886294,63020.2529147007,55542.8060569827,46351.2556969037,44437.7938388586,42791.5671618169,41253.8019921371,39112.6595543254,37768.3391183874,36674.4244284026,707919.311324186
,,От 70,31608.1224855407,32729.1048410863,34035.9108401565,35287.7373450848,30614.2920029623,29544.7802067051,29074.1914340651,29080.1705875591,29030.4023917172,29178.6182431654,29163.9493252655,29843.3611375666,30585.3973804473,399776.038221322
,Муж Result,,5430871.11035404,5479343.9127903,5568560.09684602,5722412.01032425,5591064.42022764,5507646.39513347,5452275.76459529,5377321.37173028,5333853.74191761,5312765.69662112,5254163.63387742,5243356.62913228,5258424.90351984,70532059.6870696
,,,,,,,,,,,,,,,,
4.3.1 POS. Активные клиенты Result,,,24199368.3914585,24394456.8793333,24761380.840787,25316994.2489253,24605646.825466,24167526.6542131,23751739.3037935,23418605.0855421,23226001.3581402,23127085.8203119,22916409.8986509,22933168.2742759,23067126.6214345,309885510.202332
,,,,,,,,,,,,,,,,
4.3.3 POS. Портфель,???,14-21,1023746.89549199,1172283.35711453,1298445.65221229,1337650.24583773,1334520.02248197,1385747.27438671,1446439.22142511,1405916.19693624,1323667.41695333,1761551.71149495,2091967.39624517,2425665.34519296,1949554.01506003,19957154.750833
,,22-29,5991521.31030468,6074525.18842431,6635775.66712133,8615038.31609341,8549470.78722261,8837587.57145688,10022266.8020148,10608025.9467437,10394351.8281243,11957862.8763411,14338412.6665748,16737696.1450973,19572873.1868164,138335408.292336
,,30-39,4819658.21800329,4614835.03055018,5128917.21370543,8288343.89661218,8698066.36347171,9181198.42794348,9210113.69924041,8298182.87296835,8483541.06679818,9795002.89545843,11203720.0602094,12742533.3848925,14301578.1042924,114765691.234146
,,40-54,5224422.9047866,5423401.14556598,5623241.78533881,8410534.08927662,8623722.50791082,9339751.3208,9829855.97763618,9387248.53207098,9095551.01870722,9911538.58302769,11304772.643427,11606915.5738945,12738236.5261249,116519192.608567
,,55-59,417632.517045952,387375.515225745,390280.393821143,513669.113053217,595518.597293879,771708.565919936,794645.270656691,1354980.53080868,1514349.74777045,1916469.8455828,1918617.76133053,1966915.96875761,2912478.52792358,15454642.3551902
,,60-69,213411.37846967,247099.173926148,696090.713295131,780305.789072394,1196690.30688363,1200371.91507481,836285.757302141,694874.418440939,1095721.29146287,1654267.69298319,2445496.94431131,3314762.25162721,3352567.13817639,17727944.7710258
,??? Result,,17690393.2241022,17919519.4108069,19772751.4254941,27945541.4499455,28997988.5852646,30716365.0755818,32139606.7282753,31749228.4979689,31907182.3698163,36996693.6048882,43302987.4720983,48794488.669462,54827287.4983937,422760034.012098
,,,,,,,,,,,,,,,,
,Totals,Totals,247735088266.264,248889057212.516,253130244027.346,263762282413.454,264708148685.554,260413706325.497,259232044734.631,252293945599.345,247526374669.56,245330221879.828,244662086230.886,247052066967.496,251572840322.531,3286308107334.91
,Totals Result,,247735088266.264,248889057212.516,253130244027.346,263762282413.454,264708148685.554,260413706325.497,259232044734.631,252293945599.345,247526374669.56,245330221879.828,244662086230.886,247052066967.496,251572840322.531,3286308107334.91
,,,,,,,,,,,,,,,,
,Жен,14-21,7618648151.38268,8012311436.76164,8323606901.9589,8737588014.93501,8924702469.68029,8948646083.77869,8991275128.8089,8856656059.90183,8772789540.08611,8668927907.76785,8602912013.9489,8653298600.11778,9042298602.19609,112153660911.325
,,14-22,1703313026.67127,1527425828.20397,1399163662.23208,1325328774.41318,1141064323.46282,1037439664.45769,944422216.789794,801970104.238966,720722020.795913,653502023.026281,591232310.180749,554782725.430956,545823935.54857,12946190615.4522
,,22-29,24193562277.6897,25050067686.0985,26068195411.3856,27714934942.6463,28605050011.5714,28709239178.9089,28999838383.9064,28880088891.3575,28823531950.1486,28863641477.6179,29184114495.4205,29696350566.1109,30721089708.6566,365509704981.519
,,22-30,7472587841.768,6772899205.56242,6216441287.00218,5810449950.82897,5061064648.88752,4592935542.50072,4184262188.62349,3572431622.03889,3177077061.22823,2876025897.90269,2585493939.44094,2405884975.00983,2285500192.54558,57013054353.3395
,,30-39,27715080544.3096,28439675095.9957,29631682939.2129,31490608415.4591,32446200504.0104,32236085873.0669,32374643824.4559,32061224786.0685,31896384326.9649,32109437196.7583,32730659554.9349,33643150277.8811,34519416418.6872,411294249757.805
,,30-40,8869367332.30433,8261462479.62685,7763869004.94824,7340916115.54172,6557773737.00894,6028075035.04328,5503547533.83408,4831963817.51585,4323667219.9966,3962671654.51265,3553443707.35959,3320751352.89621,3113526103.54744,73431035094.1358
,,40-54,26000650520.2701,26712242343.9092,27908400873.5794,29772713622.0048,30532077064.803,30267392988.7753,30126724896.0036,29786587503.078,29628891232.1789,29806560850.0448,30653421521.7542,31678019567.9988,32638629197.0075,385512312181.407
,,40-55,9527069227.56938,8887145524.16093,8468289778.81073,8035864653.1164,7214240321.72409,6623507025.93459,6059158886.85943,5318236224.9967,4774104152.27828,4348050921.40855,3920307274.93135,3688365434.47974,3472922257.29274,80337261683.5629
,,55-59,6245816513.89539,6408781181.10974,6684944906.70314,7086881346.05347,7194079910.12651,7076987186.58964,6987860973.29755,6828753815.57184,6708778301.63903,6694547547.50481,6775103894.93822,6963027847.86661,7119807654.9192,88775371080.2152
,,55-60,2857097639.4064,2695329974.26903,2604214201.06942,2475156989.02372,2193600397.91676,2017379816.24873,1865784774.10764,1654500414.77149,1479840188.76044,1343571438.02874,1207580284.31918,1112114420.38532,1040355094.33042,24546525632.6373
,,60-69,6606455545.41989,6833426088.14523,7131365114.42246,7556550906.03615,7651320368.87362,7551622781.88844,7513815820.1447,7410102969.56384,7345146389.35929,7345535700.9718,7548196514.20714,7793707309.13476,8118306075.54373,96405551583.7111
,,60-70,3289064943.87853,3122569849.56628,3003802328.01994,2841680611.59465,2528335012.66482,2361005011.05792,2217171234.84461,2000370332.30796,1828713244.20996,1692448931.47872,1538223531.04835,1430697469.33248,1348303288.63185,29202385788.6361
,,От 70,1835745882.63987,1875001112.58402,1944647290.51286,1995662397.11231,1965659091.75205,1943032800.07132,1927259497.30879,1874299737.21215,1821379796.80169,1804159526.61137,1788719426.85435,1835689359.53346,1899918279.51933,24511174198.5136
,Жен Result,,133934459447.205,134598337805.994,137148623699.858,142184336738.766,142015167862.482,139393348988.322,137695765358.985,133877186278.624,131301025424.448,130169081073.634,130679408469.338,132775839906.178,135865896808.426,1761638477862.26
,,,,,,,,,,,,,,,,
,Муж,14-21,7600902998.7643,7873015762.88368,8093905388.82728,8501206152.82278,8619900413.42845,8546490580.52412,8552027807.23887,8238271877.80242,8022711392.04202,7875223003.82824,7712586360.62589,7695107515.26344,7866246372.51531,105197595626.567
,,14-22,803587017.778469,702937591.560149,641323647.031162,628852107.351829,538420154.026727,497578689.581269,462171523.857892,384333751.061288,353222424.153237,325459817.182863,295879202.525036,275995607.280582,266695057.750912,6176456591.14142
,,22-29,30081296659.0946,30984117641.6552,32065943811.4265,34271057165.977,35431825751.3582,35464081618.6264,36091870541.916,35647838401.0672,35301217029.2017,35243154099.0963,35086029625.8831,35303663307.6091,36131944842.8859,447104040495.797
,,22-30,8098531340.70832,7294351646.11436,6675944110.32628,6262512159.22203,5523053553.88081,5041213557.49705,4644152980.42641,3995430969.60982,3564238287.0298,3227630256.70497,2893634800.2148,2664168515.86619,2514835973.19429,62399698150.7952
,,30-39,27512032283.9245,28147474762.3567,29133708084.9917,31281853371.4237,32508226841.6102,32458950300.4522,33197880743.7235,32871884835.2395,32636151079.6979,32657806516.0947,32707153720.9044,33015267865.6544,33493515616.2496,411621906022.323
,,30-40,7961878730.30785,7362067141.02627,6888892150.59531,6517936031.7036,5813362932.40844,5350921852.33548,4976250803.3663,4383093570.71901,3952450939.33836,3619671200.12428,3282972804.96638,3067336990.80591,2865847077.67983,66042682225.377
,,40-54,18216389111.6288,18685029118.5864,19343482874.2611,20858446561.6387,21509948588.9802,21401601249.5637,21692714725.4835,21539251743.6346,21471321488.8383,21544529885.827,21607686848.2416,21922602152.584,22265475902.5903,272058480251.858
,,40-55,5518949563.7683,5201206966.59156,4965579304.09331,4752668699.61285,4293658147.96716,3983765174.53327,3692970083.29474,3280958155.58676,2973050548.44139,2737366859.98037,2467159384.66362,2321818193.71472,2178633509.33036,48367784591.5784
,,55-59,2951785298.53471,3010191250.14091,3092303825.48797,3290151689.53283,3370401092.4486,3343338442.96173,3379214249.1071,3379400239.81482,3376605290.74332,3405692467.1888,3444997678.29346,3493019566.17202,3561558644.51311,43098659734.9394
,,55-60,1036079987.45094,979062393.044907,955669053.447478,916667399.056774,827700029.592114,765325546.175172,705597943.440161,632035278.892319,568588079.301051,530594535.431265,483166626.181789,453327806.947005,427890053.352234,9281704732.31321
,,60-69,2568244321.88393,2642782656.16579,2737473569.88418,2919465718.96625,2966991160.78987,2948659895.48368,2979819537.8144,2981984357.8476,2982464046.43082,3009176598.11855,3066872651.83341,3140684373.61968,3220819280.78121,38165438169.6193
,,60-70,1011698960.76145,959680586.326122,925568907.871506,883600894.845813,784560695.267662,712961782.11346,656661714.145148,585723613.411306,534806766.386088,492101634.200198,437964648.893258,402706623.848819,368624573.074658,8756661401.14548
,,От 70,421562151.22886,430882370.659865,442052847.819029,465582181.08397,475933472.72845,474752282.251456,472807115.103437,464803297.536357,456614691.138287,455737238.810913,453270420.848828,471734053.282862,490029322.688889,5975761445.1812
,Муж Result,,113782938425.835,114272799887.112,115961847576.063,121550000133.238,122663982834.487,120989640972.099,121504139768.917,118385010092.223,116193442062.742,115124144112.588,113939374774.076,114227432572.649,115652116226.607,1524246869438.64
,,,,,,,,,,,,,,,,
4.3.3 POS. Портфель Result,,,495470176532.529,497778114425.033,506260488054.692,527524564826.908,529416297371.109,520827412650.993,518464089469.262,504587891198.689,495052749339.12,490660443759.655,489324172461.772,494104133934.992,503145680645.063,6572616214669.82
,,,,,,,,,,,,,,,,
4.3.4 POS. Выдачи,???,14-21,96364.3004351263,328012.409387922,196990.54136474,211888.265021698,126339.202914659,269955.925128802,128163.992896615,220198.6707665,47121.9685724196,517741.707681512,501134.901963568,449861.054282182,,3093772.94041574
,,22-29,607813.656193007,719981.378779924,1025379.12919415,2673344.15411391,952443.741539411,1540226.47855003,1906248.30133289,1807156.57834494,1249961.50227822,2591453.98259332,3519385.80287772,3732530.13155439,4008865.4348717,26334790.2722236
,,30-39,521386.649677498,322515.346301456,911428.483111621,3739235.45190288,934142.050443922,1504008.96465852,994306.000916292,479063.56342391,945009.08478702,1875083.45154784,2273726.45488637,2435763.9492057,2446067.68392954,19381737.1347926
,,40-54,785866.891994467,716011.748426854,670458.737297296,3504723.61818154,810038.591243734,1528798.43192152,1300941.38360873,789442.875280196,916054.940929379,1823921.08994383,2183384.65575591,1252445.91003957,2089879.8786359,18371968.7532589
,,55-59,,,50419.8026497488,142547.746595616,86898.3774085897,337406.677564991,136229.806648455,564406.870976746,243384.13326318,453792.568689586,144847.304617963,196929.939055225,1023273.3918969,3380136.619367
,,60-69,47113.2902128726,39470.5278600903,505234.353463316,94133.9863810898,577033.642876823,110297.0045687,105852.221834061,,455589.698739823,551355.5114398,833007.572038805,948152.141871482,278565.239222224,4545805.19050909
,??? Result,,2058544.78851297,2125991.41075625,3359911.04708087,10365873.2221967,3486895.60642714,5290693.48239256,4571741.70723705,3860268.55879229,3857121.32857004,7813348.31189588,9455486.69214034,9015683.12600854,9846651.62855626,75108210.9105669
,,,,,,,,,,,,,,,,
,Totals,Totals,27757828147.344,31548049913.5594,32620823505.9454,36088682250.8162,33345622742.9858,24917864374.8706,27984710633.7552,23203876101.5557,23749911894.2836,24407294521.7543,30858314757.5085,29518749860.8987,30754686368.1105,376756415073.388
,Totals Result,,27757828147.344,31548049913.5594,32620823505.9454,36088682250.8162,33345622742.9858,24917864374.8706,27984710633.7552,23203876101.5557,23749911894.2836,24407294521.7543,30858314757.5085,29518749860.8987,30754686368.1105,376756415073.388
,,,,,,,,,,,,,,,,
,Жен,14-21,1160818027.01984,1404382404.45263,1309870999.28975,1346883718.44552,1400557600.08729,1166455862.95157,1211447079.68587,1007877995.44769,1027189638.29401,960127965.056419,1166683824.12797,1128667146.47664,1388234752.09599,15679197013.4312
,,14-22,140302778.085357,101628042.489265,102214496.915332,125671160.005501,41892952.2403454,84692232.542424,86211579.6349101,32821754.9728908,64432000.8780742,49042554.237587,62985687.0254387,61825035.6809692,82539033.2944483,1036259308.00254
,,22-29,2970615370.50374,3702367489.89045,3745759280.85376,4127798124.03525,4147536525.68928,3146363968.7476,3364064751.90702,2978264249.89649,3008423918.25667,2966427178.13677,3809948078.5586,3583802718.83605,3989568184.15724,45540939839.4689
,,22-30,439334533.56656,323903350.379006,304921552.042128,294658515.009785,105260813.838239,251951775.107211,237476704.986015,103256264.863862,170859178.704855,154299652.529331,196861840.951146,188015227.376748,219368963.082527,2990168372.43741
,,30-39,3591119088.34193,4180399364.63099,4533124116.32144,4962689819.73343,4898524888.46326,3391924244.06346,3793133846.07499,3348049979.06852,3453785725.56561,3673604263.63761,4713375027.03513,4600808511.20335,4487857175.36117,53628396049.5009
,,30-40,632669544.55096,501203039.991737,414273588.274575,327799470.937296,130808296.891191,207112417.921183,182245051.576881,90602811.5565028,122267198.510568,125509938.697448,160672815.470565,175275615.145035,187325726.993119,3257765516.51706
,,40-54,3348316609.39845,3924363486.93515,4319491088.36868,4741697185.38517,4382634211.80642,2988215305.03851,3213896111.18941,3027760385.29716,3143459903.44297,3334253159.87565,4528460450.84526,4404645552.54028,4275385984.85078,49632579434.9739
,,40-55,687039810.756938,503719796.033903,538180611.462749,324739463.825216,141857677.657598,187123864.178362,143845557.61859,96379196.6290943,118297563.026425,111461114.812338,176029211.819972,187716350.155913,194514373.403138,3410904591.38024
,,55-59,830080019.03709,991551997.834351,1085004597.16133,1158528086.85086,1014528196.61022,693417145.559297,749972936.093548,667954850.339285,682576626.272606,743714607.183239,960536423.246166,979149589.497141,939279710.890413,11496294786.5756
,,55-60,222220991.590537,185844644.282987,206609465.861142,112881337.238279,11467531.4488111,66420094.3198044,67060749.0271234,47852171.9541108,44318575.4043134,44723968.6144203,55774725.2380447,57626247.0033566,64168820.3778866,1186969322.36082
,,60-69,903295976.83902,1066177941.5001,1118892925.68728,1198668840.00746,1022188866.73356,738086085.221895,846908020.223286,767900022.860839,787037909.008135,814098471.893502,1112415614.89186,1096302882.83226,1144263128.5947,12616236686.2939
,,60-70,273023328.869332,229721872.482438,221055869.200802,116778309.027837,14013404.3673808,104123490.637427,119234568.263366,102954777.830289,96213615.8428038,80485231.660174,95782172.67511,85062279.6338367,94769589.3122411,1633218509.80304
,,От 70,209632884.343499,258147393.956196,272255358.356837,228750643.405586,176523436.541713,174323689.516413,185370586.839964,172472592.362576,166196524.047422,169491714.408252,220836145.103763,244812381.113361,256954706.512906,2735768056.50849
,Жен Result,,15408468962.9032,17373410824.8592,18171653949.7958,19067544673.9072,17487794402.3753,13200210175.8052,14200867543.121,12444147053.0793,12885058377.2545,13227239820.7427,17260362016.989,16793709537.4949,17324230148.9266,204844697487.254
,,,,,,,,,,,,,,,,
,Муж,14-21,1091680192.30804,1266700553.51196,1206331708.00424,1327842960.88441,1318872495.16032,1043375420.45336,1142899071.45862,857208625.165222,885157925.378696,894840094.216957,1036974470.27728,983822728.372034,1118542035.5976,14174248280.7887
,,14-22,81437985.7473323,56163711.574444,65400370.4315539,93758218.7535085,29542880.6051188,52228116.554232,56143611.1643941,15391393.1762802,41918768.9280076,32685470.3469647,39338385.4067948,31672866.2187059,38299654.2373743,633981433.144711
,,22-29,3421661982.56869,4290758332.0614,4291177564.76703,5082753831.7398,5064260510.89152,3665560003.97366,4280769802.04843,3360639629.57942,3303370650.88635,3416264552.36551,4174543408.66163,3843268370.66042,4276095077.88592,52471123718.0898
,,22-30,453589178.869432,324890705.216918,323425445.27163,364540093.05279,163131386.847318,272010681.834301,291014968.150333,121601132.65458,195381187.826382,171991726.779551,217340366.169633,180219283.269982,227891007.050318,3307027162.99317
,,30-39,3325997102.78542,3914164561.80471,4141841703.82378,5079664688.39336,5027874941.60439,3470856648.39817,4257596781.58652,3296982767.78452,3301748420.66814,3428111049.82321,4153606364.41686,3884988434.45454,3948887531.12651,51232320996.6701
,,30-40,506276627.041478,388579078.165161,377385555.904676,298669671.157856,114718808.952404,219759213.983589,212459188.752905,97242163.661532,126109115.657365,126123166.576596,171680573.467952,161953858.759782,168176627.395364,2969133649.47666
,,40-54,2140222668.24718,2619527582.04028,2734385170.95282,3439281060.34399,3120791112.97218,2160195474.66747,2597699771.96503,2196764460.59163,2206333687.65617,2271289903.32754,2745598772.33833,2646555088.72956,2629126810.0999,33507771563.9321
,,40-55,400749509.60599,321024663.556538,285871838.500223,206209271.324418,72978293.375374,113302157.42558,103343995.624035,47911467.3936972,55517463.0374533,55323293.0922599,82294313.6523884,80335861.6643214,82356362.6727549,1907218490.92503
,,55-59,350584994.241534,413018757.070293,431544019.05647,503755614.102039,468168452.760927,334249513.057176,393797920.034878,361739803.096182,351591412.800675,368642188.765341,457441695.732247,410148751.905588,427755380.603327,5272438503.22668
,,55-60,108177467.420478,63936195.7567067,79480937.468017,38270271.6963723,14015631.2239476,14267762.0552765,11970078.3717468,8616338.62781183,8786690.44903694,11490821.5659926,12473543.1905693,14230013.9257914,17134245.598948,402849997.350695
,,60-69,326651182.419784,383845953.11344,391830246.238449,469547583.145124,397103723.90094,307205947.827856,356815556.281528,328662884.587602,325728501.702598,333412060.374051,425667356.539512,397742725.928633,403147692.386245,4847361414.44576
,,60-70,90600530.8025322,69520264.1692328,58529848.8991954,39949679.1757029,4992246.52266801,12916512.6542083,25714093.2351581,19540477.7805606,23097721.367932,16268163.3040187,18237098.7906611,17918071.7183257,18064104.2751173,415348812.695313
,,От 70,49671217.5943232,60382739.2483965,58605235.7844278,66528759.9174143,57890960.1869592,46436052.6981482,49046510.2534241,43567635.8185416,36254849.3418134,45798862.1617064,53300905.1834817,63168584.6701056,65133038.6260357,695785351.484777
,Муж Result,,12347300639.6522,14172513097.2895,14445809645.1025,17010771703.6868,15854341445.0041,11712363505.583,13779271348.927,10755868779.9176,10860996395.7006,11172241352.6997,13588497253.8273,12716024640.2778,13420609567.5554,171836609375.224
,,,,,,,,,,,,,,,,
4.3.4 POS. Выдачи Result,,,55515656294.6879,63096099827.1189,65241647011.8908,72177364501.6324,66691245485.9716,49835728749.7411,55969421267.5104,46407752203.1113,47499823788.5673,48814589043.5087,61716629515.017,59037499721.7975,61509372736.221,753512830146.776
,,,,,,,,,,,,,,,,
4.4.1 Авто. Активные клиенты,???,???,,,,,1137.4649088482,1173.02614028455,1349.35727401442,613.200489722147,643.165216018538,691.610345025184,124.278961285514,142.187431481671,206.597873442341,6080.88864012257
,,14-21,4.47614232168752,4.46465035591017,,,,,,,,,,,,8.94079267759769
,,22-29,26.8568539301251,31.2525524913712,35.5551118209865,30.7471615689026,22.1296674873191,22.3008771917214,22.4892879002404,22.7111292489684,22.8072771637779,23.0536781675061,18.4116979682242,13.7600740143553,13.7731915628228,305.848560516321
,,30-39,67.1421348253128,66.9697553386526,66.6658346643496,61.4943231378052,61.9630689644936,62.44245613682,67.4678637007211,63.5911618971115,63.8603760585783,64.5502988690172,78.2497163649529,82.5604440861315,82.6391493769366,889.596583420883
,,40-54,111.903558042188,111.616258897754,124.442891373453,118.59619462291,92.9446034467404,89.2035087668857,89.9571516009615,90.8445169958736,86.6676532223562,87.6039770365233,87.4555653490651,91.7338267623684,78.0480855226624,1261.01779163974
,,55-59,31.3329962518126,26.787902135461,26.6663338657399,26.3547099162022,22.1296674873191,22.3008771917214,22.4892879002404,18.1689033991747,13.6843662982668,13.8322069005037,13.8087734761682,13.7600740143553,13.7731915628228,265.089290399788
,,60-69,4.47614232168752,4.46465035591017,4.44438897762331,4.39245165270037,8.85186699492765,8.92035087668857,8.99571516009615,9.08445169958736,9.12291086551118,9.22147126700246,9.20584898411211,9.17338267623684,9.18212770854851,99.5357595406322
,??? Result,,246.187827692813,245.55576957506,257.774560702152,241.58484089852,1345.483783229,1378.19421044838,1560.75658027668,817.600652962863,839.307799627029,889.871977265737,331.410563428036,353.175233035118,404.013619176135,8910.91741831753
,,,,,,,,,,,,,,,,
,Totals,Totals,1476397.35495845,1463766.87173764,1456137.38268361,1436006.64901072,1430674.15118819,1424513.13237559,1427898.86307722,1430337.83564833,1427712.74317534,1420438.54808399,1418110.40383306,1413930.16541909,1412987.13136613,18638911.2325574
,Totals Result,,1476397.35495845,1463766.87173764,1456137.38268361,1436006.64901072,1430674.15118819,1424513.13237559,1427898.86307722,1430337.83564833,1427712.74317534,1420438.54808399,1418110.40383306,1413930.16541909,1412987.13136613,18638911.2325574
,,,,,,,,,,,,,,,,
,Жен,???,,,,,,,,4.54222584979368,4.56145543275559,4.61073563350123,4.60292449205606,4.58669133811842,4.59106385427426,27.4950966004992
,,14-21,537.137078602502,464.323637014658,471.105231628071,421.675358659235,385.056214279353,379.114912259264,391.313609464183,422.427004030812,451.584087842803,401.134000114607,405.057355300933,431.148985783131,417.786810738957,5578.86428571851
,,22-29,55786.1617551915,54879.4821748479,53634.8861819581,52208.6803439966,50915.9389548239,49922.7436813876,49665.3433988908,49723.7463776914,48999.1542586605,48209.8517838888,48118.972639954,47596.0960156548,47659.833871221,657320.891438167
,,22-30,134.284269650626,125.010209965485,111.109724440583,105.418839664809,101.796470441668,93.66368420523,80.9614364408654,77.2178394464926,77.544742356845,73.7717701360197,69.0438673808408,68.8003700717763,68.8659578141138,1187.48918201535
,,30-39,191305.846686603,189613.700615505,188126.541033817,184654.275027871,183565.591807312,182827.051393171,183211.232808098,183392.36868542,183010.153417587,182022.621339362,182156.133848626,182027.432444568,182779.434166367,2398692.38327431
,,30-40,358.091385735001,343.778077405083,324.440395366502,303.079164036325,296.537544330076,307.752105245756,301.356457863221,281.618002687208,260.002959667069,258.201195476069,248.557922571027,238.507949582158,229.553192713713,3751.47635267921
,,40-54,193709.535113349,192953.259081726,192779.816293389,191633.880704012,191625.216706194,191082.836129546,191590.741479728,192494.989288406,192598.332737239,192761.024629786,192779.683576292,192668.556349002,192448.214643468,2501126.08673214
,,40-55,286.473108588001,241.091119219149,244.441393769282,237.19238924582,230.148541868119,223.008771917214,202.403591102163,208.942389090509,196.14258360849,193.650896607052,184.116979682242,165.120888172263,146.914043336776,2759.64669620708
,,55-59,29153.1149411508,29002.3687119925,29044.0819687683,28717.848905355,28604.8081941087,28362.2556124313,28453.4470513841,28311.693721764,28226.2862178916,28226.9235482945,28073.2364770499,28015.5106932273,27863.1665315905,370054.742575008
,,55-60,26.8568539301251,22.3232517795509,22.2219448881165,21.9622582635018,22.1296674873191,22.3008771917214,22.4892879002404,22.7111292489684,22.8072771637779,23.0536781675061,23.0146224602803,22.9334566905921,18.364255417097,293.168560588797
,,60-69,11539.4949053104,11474.1514146891,11670.9654552388,11683.921396183,11786.2609037462,12140.5975431731,12337.6233420719,12645.5567658256,12808.5668551777,12983.8315439395,13127.5406513439,13241.7778931479,13584.9579447975,161025.246614645
,,60-70,22.3807116084376,26.787902135461,26.6663338657399,21.9622582635018,22.1296674873191,22.3008771917214,22.4892879002404,13.626677549381,13.6843662982668,13.8322069005037,13.8087734761682,13.7600740143553,13.7731915628228,247.202328253919
,,От 70,4.47614232168752,4.46465035591017,4.44438897762331,4.39245165270037,4.42593349746383,4.46017543834429,4.49785758004808,4.54222584979368,4.56145543275559,,,,,40.2652811063268
,Жен Result,,482863.852952041,479150.740846636,476460.720346107,470014.289097203,467560.040605576,465388.085763158,466283.899608424,467603.98233286,466673.382414359,465172.507328306,465203.769638629,464494.231811252,465235.455672882,6102104.95841743
,,,,,,,,,,,,,,,,
,Муж,???,13.4284269650626,13.3939510677305,17.7775559104932,30.7471615689026,30.9815344822468,31.22122806841,22.4892879002404,22.7111292489684,27.3687325965335,27.6644138010074,23.0146224602803,27.5201480287105,36.728510834194,325.04670293278
,,14-21,922.085318267629,843.818917267023,817.767571882689,751.109232611763,690.445625604357,682.406842066676,706.163640067548,744.925039366164,748.078690971917,710.053287559189,773.291314665417,788.910910156368,808.027238352269,9987.08362883901
,,22-29,104580.589203907,101677.947205498,99643.2008783146,96488.985454869,94768.0880476955,93034.7994684235,92170.0975303452,90803.6369632255,89308.7359179217,87677.7488066594,86396.8927158922,85330.8056543551,84204.7021512441,1206086.22999835
,,22-30,295.425393231376,285.737622778251,271.107727635022,245.977292551221,234.574475365583,223.008771917214,206.901448682211,204.400163240716,196.14258360849,193.650896607052,170.308206206074,165.120888172263,151.50510719105,2843.86057718652
