pok,type,sex,age,date,value
 Объем транзакций cash+pos,Дебетовые карты,1,7.0,01-04-2019,126637547.21743602
 Объем транзакций cash+pos,Дебетовые карты,1,7.0,01-05-2019,116384037.60119098
 Объем транзакций cash+pos,Дебетовые карты,1,7.0,01-06-2019,144840301.503849
 Объем транзакций cash+pos,Дебетовые карты,1,7.0,01-07-2019,133493874.957171
 Объем транзакций cash+pos,Дебетовые карты,1,7.0,01-08-2019,117582631.259397
 Объем транзакций cash+pos,Дебетовые карты,1,7.0,01-09-2019,125748337.67853402
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-09-2018,67633096485.2226
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-10-2018,74809097014.0576
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-11-2018,72171256001.7098
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-12-2018,82592321018.2898
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-01-2019,63031248450.2686
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-02-2019,65754109767.0029
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-03-2019,73135459728.0355
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-04-2019,75946767058.8568
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-05-2019,74075601352.0614
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-06-2019,79106369972.1314
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-07-2019,81268528668.9405
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-08-2019,82051873018.4227
 Объем транзакций cash+pos,Дебетовые карты,1,18.0,01-09-2019,86150305678.2361
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-09-2018,297042424348.069
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-10-2018,322039537426.908
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-11-2018,305703843274.39
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-12-2018,352551929263.551
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-01-2019,266293005969.042
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-02-2019,269749122756.428
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-03-2019,298089941751.169
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-04-2019,310050109331.894
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-05-2019,305005934861.06604
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-06-2019,320236698631.526
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-07-2019,340052133026.144
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-08-2019,327949772524.236
 Объем транзакций cash+pos,Дебетовые карты,1,26.0,01-09-2019,322858374043.904
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-09-2018,610574374965.028
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-10-2018,661968266669.224
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-11-2018,631718913987.7529
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-12-2018,740977271816.866
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-01-2019,542222380188.867
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-02-2019,559258211102.959
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-03-2019,625992776267.995
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-04-2019,661793952175.07
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-05-2019,650570559032.938
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-06-2019,687000364081.586
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-07-2019,738296609236.54
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-08-2019,717087772625.8871
 Объем транзакций cash+pos,Дебетовые карты,1,35.0,01-09-2019,696482288579.43
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-09-2018,607264429156.417
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-10-2018,655808198763.95
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-11-2018,627825031545.8679
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-12-2018,748040226169.756
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-01-2019,526825116587.886
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-02-2019,554410372323.39
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-03-2019,619442988500.296
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-04-2019,656044124831.772
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-05-2019,640444180560.407
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-06-2019,679312297225.239
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-07-2019,732540425851.3009
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-08-2019,716563462631.542
 Объем транзакций cash+pos,Дебетовые карты,1,47.0,01-09-2019,685428499805.114
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-09-2018,158610915000.567
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-10-2018,169956711365.663
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-11-2018,162744895884.60098
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-12-2018,197608626697.06302
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-01-2019,133740681603.312
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-02-2019,144933848167.293
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-03-2019,161394143433.234
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-04-2019,170047387006.067
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-05-2019,164147704882.073
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-06-2019,172278065329.459
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-07-2019,183250073855.064
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-08-2019,179205698926.57397
 Объем транзакций cash+pos,Дебетовые карты,1,57.0,01-09-2019,170518851374.85
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-09-2018,183863440587.965
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-10-2018,199499353575.213
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-11-2018,192014666730.10602
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-12-2018,236781969404.992
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-01-2019,157576538956.271
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-02-2019,177223249474.672
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-03-2019,197956004712.31
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-04-2019,210223492451.61
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-05-2019,198466588816.91397
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-06-2019,208786565319.163
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-07-2019,220741824776.499
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-08-2019,216605654040.929
 Объем транзакций cash+pos,Дебетовые карты,1,65.0,01-09-2019,207163450555.58398
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-09-2018,39856444038.2137
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-10-2018,44446780477.0348
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-11-2018,43128866544.4659
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-12-2018,53933254209.4784
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-01-2019,36057662116.3234
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-02-2019,42084011370.6011
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-03-2019,46736398875.3404
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-04-2019,50374896267.8857
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-05-2019,46580833484.8661
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-06-2019,49405641324.033
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-07-2019,52822802436.073
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-08-2019,51267644764.8102
 Объем транзакций cash+pos,Дебетовые карты,1,77.0,01-09-2019,49700010779.8802
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-09-2018,22991557.7557302
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-10-2018,23234957.4079857
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-11-2018,22806246.1933184
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-12-2018,24385127.743498802
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-01-2019,20713851.8048761
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-02-2019,20894528.6809481
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-03-2019,26321716.5632048
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-04-2019,19725172.2728606
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-05-2019,19350155.137453698
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-06-2019,29043158.743894104
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-07-2019,24394092.145694897
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-08-2019,22556769.3083102
 Остатки на конец месяца,Дебетовые карты,0,7.0,01-09-2019,21907713.2854414
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-09-2018,21931022187.2204
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-10-2018,23026231978.7353
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-11-2018,21164922213.5373
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-12-2018,26581971498.4689
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-01-2019,21241506457.667
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-02-2019,21784047037.999
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-03-2019,20765414852.1245
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-04-2019,25499504135.4504
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-05-2019,21594797671.0329
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-06-2019,23371675010.4806
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-07-2019,23258813905.4397
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-08-2019,24802888775.507004
 Остатки на конец месяца,Дебетовые карты,0,18.0,01-09-2019,24518123216.8006
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-09-2018,116662585091.525
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-10-2018,124251560741.79199
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-11-2018,111992562296.63
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-12-2018,147877289309.28
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-01-2019,109466482695.47198
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-02-2019,115384568548.06401
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-03-2019,109938563569.705
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-04-2019,138677427437.86902
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-05-2019,116668371862.827
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-06-2019,125200295928.125
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-07-2019,119480720501.184
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-08-2019,116555924522.786
 Остатки на конец месяца,Дебетовые карты,0,26.0,01-09-2019,120119910360.503
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-09-2018,289436106020.868
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-10-2018,312140600706.02
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-11-2018,283540412534.24896
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-12-2018,364735477538.937
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-01-2019,278993815938.919
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-02-2019,296416254153.003
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-03-2019,284040680363.661
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-04-2019,356760524059.715
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-05-2019,310065772633.63
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-06-2019,333903574822.43604
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-07-2019,326638929865.016
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-08-2019,313216157219.011
 Остатки на конец месяца,Дебетовые карты,0,35.0,01-09-2019,320088175784.815
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-09-2018,455300217521.808
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-10-2018,483498774111.23
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-11-2018,444417478523.82
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-12-2018,551700110124.896
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-01-2019,440220821947.616
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-02-2019,466077067825.575
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-03-2019,452711282453.164
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-04-2019,546624305681.931
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-05-2019,498122897783.13794
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-06-2019,545639638050.68396
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-07-2019,529370926434.094
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-08-2019,501249933704.61206
 Остатки на конец месяца,Дебетовые карты,0,47.0,01-09-2019,507853113639.33
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-09-2018,283620687678.601
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-10-2018,289935164930.515
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-11-2018,270745486998.367
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-12-2018,311847373096.609
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-01-2019,268065501292.65802
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-02-2019,278590171016.451
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-03-2019,274759497315.744
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-04-2019,309754103560.185
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-05-2019,288982726520.44604
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-06-2019,304776743022.135
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-07-2019,299040560492.214
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-08-2019,292235627176.172
 Остатки на конец месяца,Дебетовые карты,0,57.0,01-09-2019,295068510415.74896
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-09-2018,346915183749.035
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-10-2018,354139444156.89703
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-11-2018,335534693903.515
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-12-2018,390929588145.45294
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-01-2019,338997739850.658
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-02-2019,352849711253.74896
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-03-2019,353731489052.683
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-04-2019,398406337233.197
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-05-2019,372178085742.579
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-06-2019,393870970293.765
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-07-2019,394028041588.655
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-08-2019,391354840936.79205
 Остатки на конец месяца,Дебетовые карты,0,65.0,01-09-2019,398936309114.149
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-09-2018,126227176357.312
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-10-2018,128838585757.82901
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-11-2018,125079700225.7
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-12-2018,143069313989.199
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-01-2019,128946468342.151
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-02-2019,134057381870.002
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-03-2019,135715156990.79599
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-04-2019,151339312749.59302
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-05-2019,141854796522.052
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-06-2019,148686889024.707
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-07-2019,151698488867.144
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-08-2019,153212018451.237
 Остатки на конец месяца,Дебетовые карты,0,77.0,01-09-2019,157058320691.792
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-09-2018,38770980.919086896
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-10-2018,40055475.425877795
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-11-2018,39116909.449987896
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-12-2018,38703292.364996
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-01-2019,34473958.419014804
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-02-2019,34798682.7347507
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-03-2019,33172271.653162
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-04-2019,34889400.147328496
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-05-2019,33600885.3162258
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-06-2019,48079366.1405835
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-07-2019,45702851.738029905
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-08-2019,42700887.715059005
 Остатки на конец месяца,Дебетовые карты,1,7.0,01-09-2019,43148150.1722531
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-09-2018,21302526197.6607
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-10-2018,22885606404.0183
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-11-2018,20890220589.0618
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-12-2018,25253895304.5661
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-01-2019,20095122176.7125
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-02-2019,21218501499.0925
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-03-2019,19892370705.5329
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-04-2019,24729829079.1624
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-05-2019,20934836326.8482
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-06-2019,22080940682.9136
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-07-2019,22313825709.8414
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-08-2019,24274577025.8189
 Остатки на конец месяца,Дебетовые карты,1,18.0,01-09-2019,24467361571.4448
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-09-2018,140830896675.199
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-10-2018,151998546284.262
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-11-2018,136811918484.49199
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-12-2018,174309915058.69598
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-01-2019,130770402691.91
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-02-2019,140278953858.814
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-03-2019,129750027649.77301
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-04-2019,162231873084.915
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-05-2019,140214687368.087
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-06-2019,145193541520.553
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-07-2019,142432889408.922
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-08-2019,141595329439.822
 Остатки на конец месяца,Дебетовые карты,1,26.0,01-09-2019,147720684890.324
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-09-2018,356088956727.239
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-10-2018,389480083756.279
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-11-2018,353666195800.32104
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-12-2018,440883155023.66205
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-01-2019,342692785231.45
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-02-2019,365510165435.551
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-03-2019,344939334111.85
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-04-2019,431656548538.182
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-05-2019,381728631459.002
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-06-2019,394762509528.71204
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-07-2019,396261696151.685
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-08-2019,387872808013.465
 Остатки на конец месяца,Дебетовые карты,1,35.0,01-09-2019,402297245244.726
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-09-2018,522042321099.055
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-10-2018,568948539216.187
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-11-2018,515225338141.82104
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-12-2018,608570427721.427
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-01-2019,506198350419.608
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-02-2019,530937244974.27203
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-03-2019,513461388009.613
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-04-2019,614173802636.92
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-05-2019,571097517802.552
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-06-2019,582333762135.165
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-07-2019,585059562795.1589
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-08-2019,578396106220.754
 Остатки на конец месяца,Дебетовые карты,1,47.0,01-09-2019,585619736693.026
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-09-2018,213960879576.974
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-10-2018,224545272634.815
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-11-2018,207895175140.915
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-12-2018,235539960477.15198
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-01-2019,206021863595.053
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-02-2019,214480320867.29898
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-03-2019,212573740034.73
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-04-2019,240275449601.575
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-05-2019,229179115094.04898
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-06-2019,233825911063.81198
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-07-2019,231498515893.615
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-08-2019,234142222425.102
 Остатки на конец месяца,Дебетовые карты,1,57.0,01-09-2019,234340311458.38898
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-09-2018,353456183586.48706
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-10-2018,366967037897.95703
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-11-2018,346117079502.88104
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-12-2018,390459042941.33
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-01-2019,347420398861.915
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-02-2019,360278248320.702
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-03-2019,361985579260.87897
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-04-2019,402161524190.211
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-05-2019,381616809182.335
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-06-2019,391606635139.00604
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-07-2019,392891394335.243
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-08-2019,396747498787.209
 Остатки на конец месяца,Дебетовые карты,1,65.0,01-09-2019,403242480247.72797
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-09-2018,102277727549.50099
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-10-2018,104831287186.92801
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-11-2018,101695250546.264
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-12-2018,115412334903.6
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-01-2019,104994419141.409
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-02-2019,107848744014.964
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-03-2019,110028314358.336
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-04-2019,121849884955.06099
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-05-2019,116504123147.85901
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-06-2019,120982689322.21199
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-07-2019,123152269764.069
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-08-2019,125661390312.593
 Остатки на конец месяца,Дебетовые карты,1,77.0,01-09-2019,126925533077.99301
 Количество транзакций cash,Дебетовые карты,0,7.0,01-09-2018,2623.6943372803303
 Количество транзакций cash,Дебетовые карты,0,7.0,01-10-2018,2512.54553150066
 Количество транзакций cash,Дебетовые карты,0,7.0,01-11-2018,2404.09201077171
 Количество транзакций cash,Дебетовые карты,0,7.0,01-12-2018,2558.6489408720604
 Количество транзакций cash,Дебетовые карты,0,7.0,01-01-2019,1756.9022192592402
 Количество транзакций cash,Дебетовые карты,0,7.0,01-02-2019,1826.81246818161
 Количество транзакций cash,Дебетовые карты,0,7.0,01-03-2019,1948.7365001358398
 Количество транзакций cash,Дебетовые карты,0,7.0,01-04-2019,2130.34412045006
 Количество транзакций cash,Дебетовые карты,0,7.0,01-05-2019,2032.18734948536
 Количество транзакций cash,Дебетовые карты,0,7.0,01-06-2019,2989.38428988344
 Количество транзакций cash,Дебетовые карты,0,7.0,01-07-2019,2596.0230949883
 Количество транзакций cash,Дебетовые карты,0,7.0,01-08-2019,2208.82925167867
 Количество транзакций cash,Дебетовые карты,0,7.0,01-09-2019,1813.3748550208102
 Количество транзакций cash,Дебетовые карты,0,18.0,01-09-2018,11454069.5202595
 Количество транзакций cash,Дебетовые карты,0,18.0,01-10-2018,12636932.4739365
 Количество транзакций cash,Дебетовые карты,0,18.0,01-11-2018,11312630.065057302
 Количество транзакций cash,Дебетовые карты,0,18.0,01-12-2018,12059289.103043199
 Количество транзакций cash,Дебетовые карты,0,18.0,01-01-2019,8656653.54175555
 Количество транзакций cash,Дебетовые карты,0,18.0,01-02-2019,9936236.59951085
 Количество транзакций cash,Дебетовые карты,0,18.0,01-03-2019,11294820.348782199
 Количество транзакций cash,Дебетовые карты,0,18.0,01-04-2019,12073148.9733142
 Количество транзакций cash,Дебетовые карты,0,18.0,01-05-2019,11417934.3583858
 Количество транзакций cash,Дебетовые карты,0,18.0,01-06-2019,11752840.614012199
 Количество транзакций cash,Дебетовые карты,0,18.0,01-07-2019,10484338.8102366
 Количество транзакций cash,Дебетовые карты,0,18.0,01-08-2019,10075027.498806199
 Количество транзакций cash,Дебетовые карты,0,18.0,01-09-2019,11416236.7125265
 Количество транзакций cash,Дебетовые карты,0,26.0,01-09-2018,22366600.393818103
 Количество транзакций cash,Дебетовые карты,0,26.0,01-10-2018,23387508.075409196
