,Показатель,Пол,Возраст,01-09-2018,01-10-2018,01-11-2018,01-12-2018,01-01-2019,01-02-2019,01-03-2019,01-04-2019,01-05-2019,01-06-2019,01-07-2019,01-08-2019,01-09-2019
347,Дебетовые карты. Остатки на конец месяца,Муж,14-22,892665893.902451,863359843.661165,994150554.14527,1206641464.12755,984079902.458355,1098179496.25996,934997067.576304,1177931360.56366,956729248.424054,926721544.737912,1000232675.13491,1126138814.95321,1061022842.65629
348,Дебетовые карты. Остатки на конец месяца,Муж,22-29,140830896675.199,151998546284.262,136811918484.492,174309915058.696,130770402691.91,140278953858.814,129750027649.773,162231873084.915,140214687368.087,145193541520.553,142432889408.922,141595329439.822,147720684890.324
349,Дебетовые карты. Остатки на конец месяца,Муж,22-30,11926884801.4163,12156460319.2121,12430604046.6217,15901280553.5358,11683774793.4102,12364792770.3766,11182625261.9933,14264132605.8005,12600639496.9085,11623736989.2848,12016524930.0223,13066736554.9373,12732249407.5151
350,Дебетовые карты. Остатки на конец месяца,Муж,30-39,356088956727.239,389480083756.279,353666195800.321,440883155023.662,342692785231.45,365510165435.551,344939334111.85,431656548538.182,381728631459.002,394762509528.712,396261696151.685,387872808013.465,402297245244.726
351,Дебетовые карты. Остатки на конец месяца,Муж,30-40,33702869360.1291,34828631861.3531,35964382218.4919,45461683599.5793,35224267909.9738,36369525315.2269,34239918145.5566,42912195956.6579,38019771818.0147,36568492954.1495,38149642204.5591,41220379782.9183,39731331056.7494
352,Дебетовые карты. Остатки на конец месяца,Муж,40-54,522042321099.055,568948539216.187,515225338141.821,608570427721.427,506198350419.608,530937244974.272,513461388009.613,614173802636.92,571097517802.552,582333762135.165,585059562795.159,578396106220.754,585619736693.026
353,Дебетовые карты. Остатки на конец месяца,Муж,40-55,38368502538.1404,39210172933.9948,39843660813.595,47681405564.688,39720076702.7568,40993969964.3241,38999200374.2659,46211923966.5154,42613450201.9328,42581797712.7179,45238448540.1072,46685775212.3068,45045709250.4795
354,Дебетовые карты. Остатки на конец месяца,Муж,55-59,213960879576.974,224545272634.815,207895175140.915,235539960477.152,206021863595.053,214480320867.299,212573740034.73,240275449601.575,229179115094.049,233825911063.812,231498515893.615,234142222425.102,234340311458.389
355,Дебетовые карты. Остатки на конец месяца,Муж,55-60,8880351559.66539,8537334379.09337,8803143448.76808,9689764213.63803,8900103776.90735,9102050032.34827,8861900511.43972,9851720970.71628,9505137351.04763,9063003037.94926,9877882826.42055,10506696965.2773,10416940530.9765
356,Дебетовые карты. Остатки на конец месяца,Муж,60-69,353456183586.487,366967037897.957,346117079502.881,390459042941.33,347420398861.915,360278248320.702,361985579260.879,402161524190.211,381616809182.335,391606635139.006,392891394335.243,396747498787.209,403242480247.728
357,Дебетовые карты. Остатки на конец месяца,Муж,60-70,7404816423.75699,7487573348.49843,7764051843.83556,8372511117.56278,7625055479.56628,7714502225.35015,7937380983.95379,8736989391.16854,8314148022.44894,8613765343.10016,8824310505.49075,9319516395.93903,9410163536.58328
358,Дебетовые карты. Остатки на конец месяца,Муж,От 70,102277727549.501,104831287186.928,101695250546.264,115412334903.6,104994419141.409,107848744014.964,110028314358.336,121849884955.061,116504123147.859,120982689322.212,123152269764.069,125661390312.593,126925533077.993
385,Дебетовые карты. Количество транзакций cash,Жен,0-13,2623.69433728033,2512.54553150066,2404.09201077171,2558.64894087206,1756.90221925924,1826.81246818161,1948.73650013584,2130.34412045006,2032.18734948536,2989.38428988344,2596.0230949883,2208.82925167867,1813.37485502081
386,Дебетовые карты. Количество транзакций cash,Жен,0-14,1.84897416298825,,,,,,,,,,5.49616745586797,3.69060860765024,5.52296910158624
387,Дебетовые карты. Количество транзакций cash,Жен,14-21,11454069.5202595,12636932.4739365,11312630.0650573,12059289.1030432,8656653.54175555,9936236.59951085,11294820.3487822,12073148.9733142,11417934.3583858,11752840.6140122,10484338.8102366,10075027.4988062,11416236.7125265
388,Дебетовые карты. Количество транзакций cash,Жен,14-22,179740.627358251,190399.570733734,178305.922859611,196831.267674347,142645.119269712,154768.279393885,167907.940459884,162948.77711832,157591.506224899,153117.861540573,145751.032706344,146400.907552574,149631.960879575
389,Дебетовые карты. Количество транзакций cash,Жен,22-29,22366600.3938181,23387508.0754092,21221735.5274346,22958604.8399263,17270279.4158544,18934278.6648029,20431659.7529443,21886298.6658518,21371694.953394,21891045.0328659,22002061.529358,20741818.2535888,19623390.8893601
390,Дебетовые карты. Количество транзакций cash,Жен,22-30,894762.972849927,904201.184395387,859867.831958924,936527.079283443,704165.313698095,781074.120164347,834554.139264524,837661.770477559,798441.152393073,800415.81629509,802982.737079035,777544.802676968,720760.354684907
391,Дебетовые карты. Количество транзакций cash,Жен,30-39,41021111.5072611,43367940.6399123,39653945.4549319,43651670.0006656,32110505.5539359,35941006.6057162,39150531.1447991,42308147.1932623,41825270.8665707,41984126.1558871,42184252.2433431,40508574.0224278,39595964.1362091
392,Дебетовые карты. Количество транзакций cash,Жен,30-40,1416334.54756479,1463248.9421734,1403506.36222478,1544668.86006851,1167797.56420748,1309909.97270711,1433340.27478946,1458731.94126784,1413628.31495793,1399658.41970677,1416052.73594383,1398626.2534326,1343386.75338313
393,Дебетовые карты. Количество транзакций cash,Жен,40-54,45934740.0066866,49293461.3360036,45636035.9314438,51129058.0601441,36814218.5911407,41770437.9006376,45500313.4440564,48686740.2209506,47737868.2941183,49194225.0304983,49547105.0369173,47233693.2925032,45394860.7741106
394,Дебетовые карты. Количество транзакций cash,Жен,40-55,1257542.7974732,1311543.30142696,1269433.54350873,1403249.63502659,1072017.17243092,1190051.07983206,1317294.92673235,1327289.16788176,1296745.81776073,1302063.92178121,1325221.24051234,1317443.93589012,1279918.6334574
395,Дебетовые карты. Количество транзакций cash,Жен,55-59,19578826.24034,20813134.6105757,19309831.1946163,21383646.8639101,15442282.9246707,17281889.5239938,18770992.3601521,19947032.5233789,19274812.983087,19628331.7542407,19790143.5931905,19088394.2271883,18035616.4352112
396,Дебетовые карты. Количество транзакций cash,Жен,55-60,222703.391009446,235042.348553045,227172.102653673,254374.61236156,190245.846341201,209958.010895308,232651.117068505,235952.296930965,229357.99399602,231441.182856194,238381.606951724,236186.033759489,224538.149814689
397,Дебетовые карты. Количество транзакций cash,Жен,60-69,25558168.3168028,27563065.405884,25880884.0847655,29181469.0346972,21037859.4310666,24067230.8897657,26435256.564079,28535743.0317059,27321480.8655869,27810705.167251,28477248.469749,28007443.7619934,27112787.3657103
398,Дебетовые карты. Количество транзакций cash,Жен,60-70,181837.36405908,193622.698395246,188993.005629802,215145.616851969,155783.533578808,176264.681631413,195514.131104198,199341.404239472,190748.247190187,192194.163108697,197017.450678862,196969.626694597,190503.773221014
399,Дебетовые карты. Количество транзакций cash,Жен,От 70,7057678.60011087,7712179.25170371,7335789.45144822,8349918.13177809,6261920.93853619,7161550.21761489,7916147.94919934,8622348.66002744,8151493.21817932,8319058.74171068,8654825.8850902,8659961.42933078,8532197.47736921
403,Дебетовые карты. Количество транзакций cash,Муж,0-13,4725.97796059797,4748.14623284317,4164.29594885571,4364.0084554152,3241.68548771846,3364.60684438225,3759.18731025271,3761.02243110786,3663.73829911679,4651.16231251002,4636.93327693394,3830.85173474095,3510.76735890832
404,Дебетовые карты. Количество транзакций cash,Муж,0-14,99.8446048013656,87.456262155208,56.545411482491,103.215137742185,78.5309723785317,23.63041003618,58.2255536922007,34.2731060868342,52.5721972659015,127.130559108044,163.052967857416,119.944779748633,53.3887013153336
405,Дебетовые карты. Количество транзакций cash,Муж,14-21,11715466.3935778,13211644.0126676,12016771.8337935,12927234.2502767,9724203.58026931,10740888.4157198,12416448.3023319,13014806.1707453,12215204.4197639,12530587.2354675,11299033.8801641,10873324.5936839,12212750.1114088
406,Дебетовые карты. Количество транзакций cash,Муж,14-22,191433.539964989,201061.946694823,187867.569536747,207375.508851062,146442.000469129,161402.971442505,184442.178159916,176567.827168615,168758.566057932,166853.410376775,157578.785071372,157633.274849957,165368.740839695
407,Дебетовые карты. Количество транзакций cash,Муж,22-29,24111052.0473726,25605223.9711409,23421184.2219146,24955151.3838219,19881552.95705,20708571.6378172,23005745.9779286,24083006.3427721,23240877.6731705,23704444.4087373,24302859.8215102,23109015.2112303,21805948.6139764
408,Дебетовые карты. Количество транзакций cash,Муж,22-30,1174207.68297316,1192482.53253541,1133551.27162524,1239362.1042109,958218.488247695,1018628.81453422,1132860.02676664,1099910.55901557,1059295.33105453,1054918.48257348,1062128.86467903,1040253.39519533,974349.32197394
409,Дебетовые карты. Количество транзакций cash,Муж,30-39,38116245.5179893,40533976.9469421,37357333.5030697,40553915.7198228,31452660.7298294,33484881.781518,37420975.6437948,39416831.8868231,38322396.23975,38910318.0940017,40433948.2515148,39088184.2500359,37141151.6497301
410,Дебетовые карты. Количество транзакций cash,Муж,30-40,2144384.76500888,2207920.79437038,2124476.77503633,2357129.53299395,1789390.29990207,1937851.76494162,2190219.70588003,2186891.13779796,2118969.54449626,2113986.86982642,2166627.68427534,2161447.37306935,2064566.85371976
411,Дебетовые карты. Количество транзакций cash,Муж,40-54,39859924.3003437,42589470.5864032,39431207.6069658,43822358.8658209,32683925.9301322,35710119.3224242,40051133.0769847,42011111.2020461,40399025.2242689,41139385.3620835,42654614.2542163,41874184.0912563,39737917.3290478
412,Дебетовые карты. Количество транзакций cash,Муж,40-55,1709759.35133438,1783162.12713169,1721063.56906492,1920582.01330933,1466255.43788293,1592224.2991332,1810838.37395863,1809017.51625679,1762647.8812687,1770372.94621667,1828503.46239035,1836963.52837183,1785240.85041733
413,Дебетовые карты. Количество транзакций cash,Муж,55-59,13174399.4568837,14059000.4486676,13078514.080927,14745316.3886405,10696561.2961485,11859081.2363556,13298849.290343,13793013.1214006,13120996.1861395,13308431.9290684,13710349.1075189,13500222.2978286,12626497.818685
414,Дебетовые карты. Количество транзакций cash,Муж,55-60,344465.735538874,358973.338043359,347706.855433496,392070.849277196,298684.335084171,322418.767705187,365583.695244905,361929.411820035,350284.924713925,351648.574945383,369936.039119561,372747.778764066,353834.538462224
415,Дебетовые карты. Количество транзакций cash,Муж,60-69,19531518.3874058,21052730.1507772,19833954.2617385,22511107.4616815,16375280.1866731,18405091.9915573,20687131.6479631,21625597.5786307,20271534.7095544,20537996.3084299,21224593.833665,21068822.7839653,20051811.2845495
416,Дебетовые карты. Количество транзакций cash,Муж,60-70,224328.639298713,239670.242425424,234807.557249341,267606.068703352,202949.600849691,220173.618926334,252498.752683334,252105.752983997,242754.840126883,245449.154319056,254384.614527393,256334.911452955,248552.019468386
417,Дебетовые карты. Количество транзакций cash,Муж,От 70,4022130.8149474,4434103.54948205,4223561.01222595,4879205.91005937,3549364.3585925,4102506.38768664,4630110.58599222,4953452.33808099,4592598.38308585,4705339.90834933,4934253.95162658,4919553.59443321,4791880.79468136
444,Дебетовые карты. Количество транзакций pos,Жен,0-13,15714.4314112371,15999.0299580184,13824.4410847032,15695.944104373,12351.2782836281,13091.2471600437,13351.8472810428,14831.2356971553,14577.0013177626,23695.320066895,20845.1311042886,16855.0095111386,15221.3028439717
445,Дебетовые карты. Количество транзакций pos,Жен,0-14,3.6979483259765,,,1.81079189021377,5.478905049665,3.63544769787385,9.09774276440636,14.430781510246,,9.08075422200315,130.075963122209,180.839821774862,301.922310886714
446,Дебетовые карты. Количество транзакций pos,Жен,14-21,127263909.833201,142229966.094556,134034958.826994,144338482.322972,120398960.382009,130383693.915058,154655453.266668,167155519.490239,168556783.087819,173932352.285856,159886376.626499,150198752.329232,190900561.731169
447,Дебетовые карты. Количество транзакций pos,Жен,14-22,2096631.30930139,2205779.93795304,2117133.16772573,2338402.32326536,1952205.09496129,2026847.52458557,2304037.92650841,2284748.07106663,2389625.71869623,2350162.75793397,2367201.15529815,2439069.71497123,2587962.06656978
448,Дебетовые карты. Количество транзакций pos,Жен,22-29,245856524.673483,267481754.674042,253021733.542299,276120241.9567,245401658.394479,248255038.455138,278587099.578966,297036521.547368,303109765.652494,315283379.77016,321826126.910679,299065396.089271,298214747.251788
449,Дебетовые карты. Количество транзакций pos,Жен,22-30,10485081.3286106,10796836.3201418,10468883.1475075,11488699.5244774,9989906.73325619,10303060.5431217,11805376.5749779,11955231.4498986,12510594.9063602,12698668.3638151,13330770.9586259,13483909.8077828,12899034.2519719
450,Дебетовые карты. Количество транзакций pos,Жен,30-39,378978232.417569,408987143.814637,388817483.650038,428172538.382297,379596887.041199,384969842.723357,431522340.726449,457350945.070211,472760316.930099,485032591.816108,501775280.852905,474737793.769089,472429984.853496
451,Дебетовые карты. Количество транзакций pos,Жен,30-40,13843347.2152079,14302139.7894919,14075613.9784629,15494817.6383351,13654468.7231213,14147746.4332467,16463917.6071089,16779968.4322989,17683347.4274536,17973106.4038607,19155997.6241883,19892090.6824591,19260108.3917547
452,Дебетовые карты. Количество транзакций pos,Жен,40-54,326063001.086179,356422523.109143,342990690.860935,381370865.511588,338643797.650044,341648599.179208,382381629.199415,401336652.648697,415152062.107333,430813387.960948,450567131.415699,418961838.091665,411472555.133637
453,Дебетовые карты. Количество транзакций pos,Жен,40-55,9076222.18358677,9466734.07108333,9416926.90465152,10444281.8427912,9269967.65192011,9518143.75474071,11087839.4226977,11222353.3878146,11929755.5169539,12105520.7626372,12946215.1140737,13398994.4396337,13090049.8203297
454,Дебетовые карты. Количество транзакций pos,Жен,55-59,102720188.586818,112906353.293329,109384667.060185,121145187.989323,106419685.730828,107320099.25352,120017468.036762,124774751.192875,126650464.021409,129795972.961851,135683070.718173,126311828.790377,122729617.046533
455,Дебетовые карты. Количество транзакций pos,Жен,55-60,1208633.73291383,1290521.0024114,1297753.6744338,1436202.4258447,1270910.55724218,1294166.66645147,1508735.08862665,1532352.37699005,1621335.62785234,1643812.65847377,1751474.67549636,1787090.48895235,1734565.76792058
456,Дебетовые карты. Количество транзакций pos,Жен,60-69,113552623.74861,127006294.204718,124676003.73743,139232720.996361,122904248.157622,125446912.265596,142470475.194394,150113484.458019,151400074.927225,154657748.599277,164061428.478945,156162430.76729,154947989.851894
457,Дебетовые карты. Количество транзакций pos,Жен,60-70,839881.721744109,901404.406011882,913688.119417065,1022186.58965001,899608.814629745,921895.004465339,1081859.90037793,1102708.32678087,1142413.78776631,1173218.91627605,1250004.35682296,1284918.6022309,1256138.56949567
458,Дебетовые карты. Количество транзакций pos,Жен,От 70,25836780.9885527,29432058.5662991,29170780.0309113,32447060.1834681,29307084.9863469,30121870.8986751,34774680.6344894,37405467.7560774,37463932.1407544,37987395.6386484,40832187.7209763,39800940.4186055,40402251.3494115
462,Дебетовые карты. Количество транзакций pos,Муж,0-13,30718.8567438868,30474.8633501668,27927.9611357555,28621.3766167189,25192.0054183597,23730.3848478715,26689.1381736625,29110.4940015437,26322.3553207203,38694.9098907998,32169.0681191952,27137.0450920522,27416.0186202741
463,Дебетовые карты. Количество транзакций pos,Муж,0-14,258.856382818355,493.763480084612,459.659473986701,671.803791269311,739.652181704775,354.4561505427,573.1577941576,330.104127046877,362.566877695872,661.07890736183,1194.50039374197,680.917288111469,314.809238790415
464,Дебетовые карты. Количество транзакций pos,Муж,14-21,119772369.445745,137044972.188237,129528194.681472,138360366.570874,121794974.430853,127803444.000111,150879364.169908,162564885.860889,163789028.646119,170075363.679189,156459223.088835,148998852.432191,187603733.944369
465,Дебетовые карты. Количество транзакций pos,Муж,14-22,2204997.83601996,2272002.54845915,2170471.9071635,2380034.23961327,1957563.46409986,2044104.99480738,2384150.82974322,2356075.8163764,2474207.13275951,2458387.1867518,2442258.6501313,2491933.99266721,2695562.39159658
466,Дебетовые карты. Количество транзакций pos,Муж,22-29,252653337.055861,276662187.916922,259332697.604129,278236671.977687,258505705.358501,251309674.304732,284361260.415325,303645590.390405,313448004.854451,328483225.856393,339299016.686354,316151714.494894,316150891.331501
467,Дебетовые карты. Количество транзакций pos,Муж,22-30,14513062.2978097,14812042.593955,14408500.4639514,15721771.4291031,13959420.9255822,13984520.2847837,16164376.2461394,16110470.3626079,17201120.7902774,17660359.7800024,18414368.6044191,18759826.7240664,17956774.2102963
468,Дебетовые карты. Количество транзакций pos,Муж,30-39,345005147.865288,375554168.963359,354937614.519183,382083607.685911,354332547.292072,344611703.544389,389314673.245944,413829975.471854,430564625.987262,451307980.080347,477515609.915263,450973040.446972,444291215.768671
469,Дебетовые карты. Количество транзакций pos,Муж,30-40,24208910.8539229,24876434.5405524,24653892.4326882,26900771.2165972,24206173.2486617,24338916.9848471,28551216.8544188,28784271.7547231,30854794.7946245,31837721.8159709,33566926.7088043,34836686.1727164,33455405.5837453
470,Дебетовые карты. Количество транзакций pos,Муж,40-54,264345182.804506,287407437.796431,273869297.137681,297100897.085443,272830180.248637,267049103.355405,301898329.563438,318396850.69643,330959912.533786,346031919.601727,368434757.314879,348387409.190587,342049614.106331
471,Дебетовые карты. Количество транзакций pos,Муж,40-55,14388790.8953411,14911019.3966437,14905687.8507071,16318387.519507,14782582.578054,14830539.8603467,17476962.1812169,17596876.935117,18793931.469027,19391710.9091763,20555704.7581184,21330252.5806011,20750722.7734686
472,Дебетовые карты. Количество транзакций pos,Муж,55-59,62581427.8888508,67970928.6007928,64952902.4696758,71009117.4995991,64742966.302635,63577656.3745431,72216542.8761227,75331273.4164604,77811483.7453968,80631832.4700901,85794411.8508784,80987180.3029614,78795342.2711304
473,Дебетовые карты. Количество транзакций pos,Муж,55-60,1890047.27504487,1961968.27711347,1975454.07914252,2165808.50504153,1989852.47785922,1971036.13152781,2332028.04189739,2337990.43944868,2483550.48119773,2557957.65679607,2725254.48037813,2801467.18189514,2707422.04724739
474,Дебетовые карты. Количество транзакций pos,Муж,60-69,76827958.7120915,84330360.3491364,81361664.0320007,89335627.9555559,82135301.1125824,81128767.1600791,93419922.2981549,97669726.3478297,100363098.21722,103285593.660023,110385234.20596,105509997.550219,103333529.473517
475,Дебетовые карты. Количество транзакций pos,Муж,60-70,1096924.26090857,1162191.69173687,1174566.7594509,1299232.31647704,1194280.76491588,1192281.42699471,1411673.09062175,1430660.46353503,1525402.24484841,1562098.58353165,1661341.19333176,1716481.76507078,1659315.31391147
476,Дебетовые карты. Количество транзакций pos,Муж,От 70,14624988.099792,16425484.9123418,16123825.5857736,17726481.0228399,16554064.1636504,16578599.4427731,19334557.4943389,20617984.494307,21009443.5088817,21499811.634116,23171286.8810263,22541648.7234547,22548808.2090265
503,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,0-13,18338.1257485175,18511.575489519,16228.5330954749,18254.5930452451,14108.1805028874,14918.0596282253,15300.5837811786,16961.5798176054,16609.1886672479,26684.7043567785,23441.1541992769,19063.8387628173,17034.6776989925
504,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,0-14,5.54692248896475,,,1.81079189021377,5.478905049665,3.63544769787385,9.09774276440636,14.430781510246,,9.08075422200315,135.572130578076,184.530430382512,307.4452799883
505,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,14-21,138717979.35346,154866898.568492,145347588.892051,156397771.426015,129055613.923764,140319930.514568,165950273.61545,179228668.463554,179974717.446205,185685192.899868,170370715.436736,160273779.828038,202316798.443695
506,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,14-22,2276371.93665964,2396179.50868677,2295439.09058534,2535233.59093971,2094850.214231,2181615.80397945,2471945.8669683,2447696.84818495,2547217.22492113,2503280.61947454,2512952.1880045,2585470.62252381,2737594.02744936
507,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,22-29,268223125.067301,290869262.749451,274243469.069733,299078846.796626,262671937.810333,267189317.119941,299018759.331911,318922820.21322,324481460.605888,337174424.803026,343828188.440037,319807214.34286,317838138.141149
508,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,22-30,11379844.3014605,11701037.5045372,11328750.9794664,12425226.6037608,10694072.0469543,11084134.6632861,12639930.7142424,12792893.2203761,13309036.0587533,13499084.1801102,14133753.6957049,14261454.6104598,13619794.6066568
509,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,30-39,419999343.92483,452355084.454549,428471429.10497,471824208.382962,411707392.595135,420910849.329073,470672871.871248,499659092.263474,514585587.79667,527016717.971995,543959533.096249,515246367.791516,512025948.989705
510,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,30-40,15259681.7627727,15765388.7316653,15479120.3406877,17039486.4984036,14822266.2873287,15457656.4059538,17897257.8818984,18238700.3735667,19096975.7424115,19372764.8235675,20572050.3601321,21290716.9358917,20603495.1451379
511,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,40-54,371997741.092866,405715984.445147,388626726.792379,432499923.571732,375458016.241185,383419037.079845,427881942.643471,450023392.869648,462889930.401451,480007612.991446,500114236.452616,466195531.384169,456867415.907748
512,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,40-55,10333764.98106,10778277.3725103,10686360.4481602,11847531.4778178,10341984.824351,10708194.8345728,12405134.3494301,12549642.5556963,13226501.3347146,13407584.6844184,14271436.3545861,14716438.3755238,14369968.4537871
513,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,55-59,122299014.827158,133719487.903905,128694498.254801,142528834.853233,121861968.655499,124601988.777514,138788460.396915,144721783.716253,145925277.004496,149424304.716092,155473214.311364,145400223.017565,140765233.481744
514,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,55-60,1431337.12392328,1525563.35096445,1524925.77708748,1690577.03820626,1461156.40358338,1504124.67734678,1741386.20569515,1768304.67392101,1850693.62184837,1875253.84132996,1989856.28244808,2023276.52271184,1959103.91773527
515,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,60-69,139110792.065413,154569359.610602,150556887.822196,168414190.031058,143942107.588688,149514143.155362,168905731.758473,178649227.489725,178721555.792812,182468453.766528,192538676.948694,184169874.529283,182060777.217605
516,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,60-70,1021719.08580319,1095027.10440713,1102681.12504687,1237332.20650197,1055392.34820855,1098159.68609675,1277374.03148213,1302049.73102034,1333162.0349565,1365413.07938475,1447021.80750183,1481888.2289255,1446642.34271669
517,x1 Дебетовые карты. Количество транзакций cash+pos,Жен,От 70,32894459.5886636,37144237.8180028,36506569.4823595,40796978.3152462,35569005.9248831,37283421.11629,42690828.5836888,46027816.4161048,45615425.3589337,46306454.3803591,49487013.6060665,48460901.8479363,48934448.8267807
521,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,0-13,35444.8347044848,35223.00958301,32092.2570846112,32985.3850721341,28433.6909060781,27094.9916922538,30448.3254839152,32871.5164326515,29986.0936198371,43346.0722033099,36806.0013961291,30967.8968267932,30926.7859791824
522,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,0-14,358.700987619721,581.21974223982,516.204885469192,775.018929011496,818.183154083307,378.08656057888,631.383347849801,364.377233133711,415.139074961774,788.209466469874,1357.55336159939,800.862067860102,368.197940105749
523,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,14-21,131487835.839323,150256616.200904,141544966.515265,151287600.821151,131519178.011122,138544332.415831,163295812.47224,175579692.031634,176004233.065883,182605950.914656,167758256.968999,159872177.025875,199816484.055778
524,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,14-22,2396431.37598495,2473064.49515397,2358339.47670025,2587409.74846433,2104005.46456899,2205507.96624988,2568593.00790314,2532643.64354501,2642965.69881744,2625240.59712858,2599837.43520267,2649567.26751717,2860931.13243628
525,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,22-29,276764389.103233,302267411.888063,282753881.826044,303191823.361509,278387258.315551,272018245.94255,307367006.393254,327728596.733177,336688882.527622,352187670.26513,363601876.507864,339260729.706125,337956839.945477
526,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,22-30,15687269.9807828,16004525.1264904,15542051.7355766,16961133.533314,14917639.4138299,15003149.0993179,17297236.272906,17210380.9216235,18260416.1213319,18715278.2625759,19476497.4690982,19800080.1192618,18931123.5322703
527,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,30-39,383121393.383277,416088145.910301,392294948.022253,422637523.405734,385785208.021902,378096585.325907,426735648.889739,453246807.358678,468887022.227012,490218298.174349,517949558.166778,490061224.697008,481432367.418401
528,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,30-40,26353295.6189318,27084355.3349228,26778369.2077245,29257900.7495912,25995563.5485637,26276768.7497887,30741436.5602988,30971162.892521,32973764.3391208,33951708.6857973,35733554.3930796,36998133.5457858,35519972.4374651
529,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,40-54,304205107.10485,329996908.382834,313300504.744646,340923255.951264,305514106.178769,302759222.677829,341949462.640423,360407961.898476,371358937.758055,387171304.963811,411089371.569095,390261593.281844,381787531.435379
530,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,40-55,16098550.2466755,16694181.5237754,16626751.4197721,18238969.5328163,16248838.0159369,16422764.1594799,19287800.5551755,19405894.4513738,20556579.3502957,21162083.8553929,22384208.2205087,23167216.108973,22535963.6238859
531,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,55-59,75755827.3457345,82029929.0494604,78031416.5506028,85754433.8882395,75439527.5987835,75436737.6108988,85515392.1664657,89124286.5378611,90932479.9315363,93940264.3991585,99504760.9583973,94487402.6007901,91421840.0898154
532,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,55-60,2234513.01058375,2320941.61515683,2323160.93457602,2557879.35431872,2288536.81294339,2293454.899233,2697611.73714229,2699919.85126871,2833835.40591166,2909606.23174145,3095190.51949769,3174214.96065921,3061256.58570961
533,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,60-69,96359477.0994973,105383090.499914,101195618.293739,111846735.417237,98510581.2992555,99533859.1516364,114107053.946118,119295323.92646,120634632.926775,123823589.968453,131609828.039625,126578820.334184,123385340.758067
534,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,60-70,1321252.90020729,1401861.93416229,1409374.31670024,1566838.38518039,1397230.36576557,1412455.04592104,1664171.84330508,1682766.21651903,1768157.08497529,1807547.73785071,1915725.80785915,1972816.67652374,1907867.33337985
535,x1 Дебетовые карты. Количество транзакций cash+pos,Муж,От 70,18647118.9147394,20859588.4618238,20347386.5979995,22605686.9328993,20103428.5222429,20681105.8304598,23964668.0803311,25571436.832388,25602041.8919676,26205151.5424653,28105540.8326529,27461202.317888,27340689.0037078
562,Кредитные карты. Активные клиенты,Жен,0-13,38.839850927498,38.760029501037,31.6677951262324,33.2577423504703,27.490557504091,24.6458957905799,26.1892325566353,27.6197741375314,27.5269748681465,119.287789245189,93.1498320383061,56.4820717121703,47.8080336283606
563,Кредитные карты. Активные клиенты,Жен,14-21,35268.0231551655,33343.6742674291,33488.6933459908,35283.5726562533,39291.2410305839,39584.2081568232,40091.3501721159,41454.3736357886,42120.617912717,43649.1477597793,44941.8830262315,46051.7158026561,47115.5415048952
564,Кредитные карты. Активные клиенты,Жен,14-22,52974.6796391126,57730.9106068223,62192.6707374544,66450.4152050376,67668.7307320437,66474.3302229217,64527.3591048209,62608.2132804917,59598.798165839,57117.0301113887,54131.6961432606,50784.6237604862,48181.8055276368
565,Кредитные карты. Активные клиенты,Жен,22-29,1312273.41220939,1318195.58552736,1328505.74945721,1350996.00976081,1386178.08410049,1386843.40299742,1382696.90676167,1403022.01827671,1404811.63542099,1414993.21075557,1422651.18633079,1421688.5031933,1423634.86902678
566,Кредитные карты. Активные клиенты,Жен,22-30,451658.556844893,471026.234063083,491836.844441214,514461.12444183,522637.457424749,524321.136324525,524442.291861351,527527.510320589,526428.764954735,526643.951684414,526206.312116643,524634.447227618,523967.356197081
567,Кредитные карты. Активные клиенты,Жен,30-39,4218091.24448013,4248333.22904731,4285015.42077796,4354861.32665365,4434901.16750445,4442415.46745915,4442994.573489,4502374.9731198,4522676.17568386,4566116.90820614,4582252.73601862,4579702.51069817,4590714.27494482
