,Показатель,Пол,Возраст,01-09-2018,01-10-2018,01-11-2018,01-12-2018,01-01-2019,01-02-2019,01-03-2019,01-04-2019,01-05-2019,01-06-2019,01-07-2019,01-08-2019,01-09-2019
856,Кредитные карты. Количество транзакций cash,Муж,0-13,,3.21158666288388,8.03562586822624,12.9208579600874,6.45001036193334,6.46293150085787,4.86444797130701,3.24077158162768,1.61475587014393,12.96265464634,6.48118087253434,14.4924167646775,9.64526134887336
857,Кредитные карты. Количество транзакций cash,Муж,14-21,2394.74975210172,3513.47580919497,3403.89111778064,3666.2934461748,4052.21900988462,4530.51498210137,5010.38141044622,6210.93873618945,5937.45733451923,6294.98916262888,6605.94360433062,6054.60967057637,4341.97515055116
858,Кредитные карты. Количество транзакций cash,Муж,14-22,13029.3080388576,15643.6386349074,16113.0369909673,18313.7010511789,17139.2900342474,18572.8494005903,22444.5629396105,22320.8142684607,21682.9418242927,22059.1975444092,21177.2585010059,18917.4346834923,18973.836616792
859,Кредитные карты. Количество транзакций cash,Муж,22-29,150998.157653046,175237.014673596,172097.392094628,175318.276338691,174832.368367975,176948.601561988,197404.16312361,205983.441728255,199268.948155112,189596.647852862,195290.942051205,182045.688055232,144076.091398796
860,Кредитные карты. Количество транзакций cash,Муж,22-30,233649.254918215,257058.608083889,269587.212253122,295309.438892288,282365.328619537,293890.499871385,351688.237946897,352907.062152928,365285.228676349,370096.752807654,381555.219442187,385382.346606304,379613.373538283
861,Кредитные карты. Количество транзакций cash,Муж,30-39,522192.426933228,576686.953327413,541538.505636677,543595.030346083,532993.381253181,528333.340065005,601096.592849093,624986.04028848,599655.739936649,564395.603633476,578160.220915298,553719.81867068,473096.854075122
862,Кредитные карты. Количество транзакций cash,Муж,30-40,313115.947398624,342584.766709818,359031.763792349,390558.773559562,369246.968194779,383705.858938807,462758.17847575,473361.680684656,490291.554363541,485756.038889623,502547.524265876,519946.046534864,524592.904416757
863,Кредитные карты. Количество транзакций cash,Муж,40-54,604848.358821045,651341.89109948,613880.03107797,606742.49341152,601129.678214054,582416.766597059,670695.492939897,697206.634985053,675323.200011594,645956.626668247,660030.497697152,649854.460144903,579067.732971636
864,Кредитные карты. Количество транзакций cash,Муж,40-55,236055.285456498,254977.49992634,266914.56308935,293594.194998086,277721.321158945,288673.298417318,347371.851113691,357458.725839324,367728.354307877,365896.85270224,379602.763704336,398684.774927748,404843.769683378
865,Кредитные карты. Количество транзакций cash,Муж,55-59,140763.261505268,149311.481337466,140570.417563229,137510.23084023,136014.593507269,130197.370817657,151055.702852997,161630.241862099,155961.195717851,151248.254413496,155789.764928326,152944.915191759,136866.258540513
866,Кредитные карты. Количество транзакций cash,Муж,55-60,39706.7558156354,42450.7525099992,44363.0832933035,48676.1021501393,45430.6479842775,46840.0960524675,56041.683594771,59119.775577843,59385.8766362833,60994.1511065223,64421.3175777732,67779.4229398672,67648.6480138815
867,Кредитные карты. Количество транзакций cash,Муж,60-69,131203.600987457,141229.523500319,132676.218710284,130865.679634255,127889.192953824,122260.890934604,141334.914323668,156399.636529352,153187.045132944,148211.75256259,154372.006612459,153057.633988818,139341.875620057
868,Кредитные карты. Количество транзакций cash,Муж,60-70,24928.9259187493,26457.0509288374,28216.2966736896,30452.847104681,28615.4709707173,29041.1826991049,35781.2577942773,37599.4318900444,38413.4273948539,39375.6838200886,41939.7214261697,44496.5502731481,45554.5693507289
869,Кредитные карты. Количество транзакций cash,Муж,От 70,5849.89340520137,6753.96675204481,6706.53334962162,6930.42518834189,6643.51067279134,6521.0978843656,8319.82751359209,9318.83868297039,9341.36270878263,9564.81879716815,9935.65027759514,10292.8364399798,10487.6141733416
890,Кредитные карты. Количество транзакций pos,Жен,0-13,302.96968599941,412.688886180579,269.997029172402,369.859559107502,561.150901488201,402.317485928403,379.426941761947,264.122883902656,216.377286599286,1221.73020041755,878.200008228403,703.687347351562,487.085698118105
891,Кредитные карты. Количество транзакций pos,Жен,14-21,306207.271633308,358531.900284368,358711.945882793,408095.608025891,380426.4486546,400171.792670118,448033.494466604,527294.601346104,565556.94022682,604009.476232691,627128.782997731,611766.778618801,604195.246329009
892,Кредитные карты. Количество транзакций pos,Жен,14-22,247903.334028134,286043.177716416,301356.862685741,326988.152395932,315039.468610501,327557.525792229,378415.136583915,407463.831343839,421656.356103074,434273.235629853,433138.938006688,411212.664086547,402059.50424067
893,Кредитные карты. Количество транзакций pos,Жен,22-29,11986446.0911256,13159169.6446404,12756181.6056437,13643705.668021,13187291.2853665,13270956.0764027,14820515.2556637,16694834.802755,17262357.088581,17456440.8172324,18002738.8428486,17242538.0266559,16809557.3207846
894,Кредитные карты. Количество транзакций pos,Жен,22-30,3751855.72585047,3977407.16637519,4118653.61025867,4492537.08971953,4317893.32419007,4347615.63635997,5096491.8684343,5459949.87642149,5822659.49544308,5961335.29302758,6257693.55309717,6372943.65615516,6256995.17260678
895,Кредитные карты. Количество транзакций pos,Жен,30-39,36412195.7653608,38736355.0217942,37251811.539951,39349526.4646006,37791050.9237747,37956525.2614153,42555565.870287,47537880.1732493,48961233.9601883,48330348.8427218,49348868.0542622,48383835.1192523,48202203.236256
896,Кредитные карты. Количество транзакций pos,Жен,30-40,5194760.13620884,5438998.65086032,5644707.35451938,6186744.21205487,5841456.7217927,5895098.3391925,7005098.56704303,7447032.21246809,8124427.78334258,8156944.87602916,8493919.69397596,9003882.50319795,8867162.04042417
897,Кредитные карты. Количество транзакций pos,Жен,40-54,36312217.3805218,38749058.4528392,37635843.7429446,39725037.2839584,37813393.7596684,37748346.1591083,42306990.9574705,47082235.7908014,48438028.8369236,48549529.5091412,49832054.6709666,49033584.9119428,48346962.533667
898,Кредитные карты. Количество транзакций pos,Жен,40-55,3815584.11006774,3957055.3416925,4126306.74033557,4557776.11666726,4251316.31723419,4305519.33202913,5036785.63403448,5357277.37155816,5809164.98063629,5887169.46446854,6156869.06285359,6508847.09950019,6361753.96366045
899,Кредитные карты. Количество транзакций pos,Жен,55-59,8727357.66722607,9359392.12500266,9060505.66271156,9763418.5874185,9002532.62505708,8932458.02065755,10133305.0676739,11260354.1501935,11328673.4385303,11399010.1246478,11875359.152965,11424175.6828347,11056465.9670013
900,Кредитные карты. Количество транзакций pos,Жен,55-60,518811.414160745,535949.582302062,563914.509429339,623856.169779655,569373.052197075,579674.86790782,679323.402158338,721911.036751801,777430.672704275,789605.524795326,841916.737408737,871507.923217998,833064.437789309
901,Кредитные карты. Количество транзакций pos,Жен,60-69,10140851.4564701,11011682.8081498,10704078.8281699,11746309.9787271,10685470.9411953,10731502.2534966,12341409.3419454,13821701.2105045,13859249.4037174,13984578.4880389,14761257.2442115,14308918.6144087,14045040.5506883
902,Кредитные карты. Количество транзакций pos,Жен,60-70,420305.977688862,437602.769717901,460033.152455258,515380.721882987,469713.942094843,475090.094628062,569166.356365434,608095.138805036,639131.676694058,638250.328480998,681700.32594447,711022.120503019,688195.827416347
903,Кредитные карты. Количество транзакций pos,Жен,От 70,250849.230762214,288512.887860174,302470.600431078,346589.093921385,335195.750991542,349125.943943467,424145.811962172,493935.71907062,516224.533638053,535360.877557505,586546.868964357,595742.996482656,613149.26394788
907,Кредитные карты. Количество транзакций pos,Муж,0-13,194.996446840046,101.164979880842,115.713012502458,114.672614395776,53.2125854859501,24.235993128217,134.583060539494,93.9823758672027,146.942784183098,1461.53931137484,904.12473171854,755.215940292638,787.696343491325
908,Кредитные карты. Количество транзакций pos,Муж,14-21,154226.074041646,204945.797098604,214175.143391008,246925.671153495,246864.471587456,267668.77103953,310888.491328888,364019.667906329,379210.88330047,411847.843091685,426024.221703863,409885.802818314,383138.716561297
909,Кредитные карты. Количество транзакций pos,Муж,14-22,187312.619910018,215279.077186432,224840.026043318,246567.117345103,239006.74646403,245336.111238315,294518.002422783,302639.454150301,312744.302173606,320948.847716056,318174.131394456,295514.870248539,280683.535426447
910,Кредитные карты. Количество транзакций pos,Муж,22-29,11055257.4804202,12487994.6001043,12204371.9630223,12930298.2619345,12939115.849173,12836826.4258942,14562722.2139417,16026025.428754,16393159.8397764,16689694.9339059,17167377.8198924,16174723.8772862,15590984.6472293
911,Кредитные карты. Количество транзакций pos,Муж,22-30,3965853.85124168,4206227.89872567,4340817.77288787,4693091.41676152,4574486.02390591,4520248.61541226,5430804.29822769,5661793.23245422,6068087.85490213,6268626.36374189,6492683.34828787,6623754.25149026,6409626.61082202
912,Кредитные карты. Количество транзакций pos,Муж,30-39,35420534.0830217,38793962.8575597,37297963.3535626,38926092.1830689,38678286.9366182,37669005.5962708,42994201.251273,46741254.7680689,47651637.8838959,47725049.5823517,48966468.6610113,46834903.3283974,45959363.286562
913,Кредитные карты. Количество транзакций pos,Муж,30-40,6992147.13689094,7279550.93839241,7443237.92209543,8040515.85466106,7720231.86504255,7640682.81838933,9228113.99582922,9524154.52575283,10250852.9608149,10403173.6254247,10801688.3499162,11204718.6260357,10958645.3339445
914,Кредитные карты. Количество транзакций pos,Муж,40-54,31897412.4123964,34633745.7551598,33361694.343635,34572389.7121305,34413544.9228156,33162540.798017,38027943.6268918,41246291.5954795,42100785.3998065,42603716.9950526,44068637.0350467,42284331.162076,41568308.2236371
915,Кредитные карты. Количество транзакций pos,Муж,40-55,4575088.82434619,4737594.5468598,4896265.94690244,5293749.80118108,5049914.67518143,4981511.26809423,6004136.24353922,6151882.15565745,6573769.64746401,6668172.64757419,6905745.20824666,7188554.3279118,7060564.40119123
916,Кредитные карты. Количество транзакций pos,Муж,55-59,6117779.8461784,6613508.00934358,6319245.11102624,6534770.75142431,6447381.98271086,6219222.4326249,7132725.46698356,7790050.06013968,7893669.48096379,8059989.08027003,8395407.36500866,7995638.62780521,7750030.18801851
917,Кредитные карты. Количество транзакций pos,Муж,55-60,566521.082001237,587177.601161723,605950.475471205,666054.076770056,619704.095553832,609107.057962727,738154.035923325,772215.913627616,822716.501082462,832798.710408762,875234.867979218,896413.946562361,869480.12201198
918,Кредитные карты. Количество транзакций pos,Муж,60-69,5929087.74727256,6454282.35997779,6193722.20646386,6512443.50886928,6341390.5749358,6154234.42491802,7148818.6823553,7915770.93249155,8004641.96338356,8187138.13936415,8668772.23214563,8265002.73713616,8080621.52075115
919,Кредитные карты. Количество транзакций pos,Муж,60-70,326451.448205247,340693.142165379,348267.239379273,385992.865377916,357198.348838688,356464.602662691,434422.769042887,450170.719246529,481859.29920965,493993.805917372,525521.690163792,538900.517394532,522260.358713888
920,Кредитные карты. Количество транзакций pos,Муж,От 70,164876.747737232,186201.371540682,189733.983750211,206572.216636897,206500.306742477,208809.238128342,252891.299649652,288394.642663257,301097.068082258,317923.688187966,344252.782930316,347256.018635496,354204.540058235
942,x1 Кредитные карты. Количество транзакций cash+pos,Жен,0-13,315.862013063215,412.688886180579,273.211279519692,373.089773597524,562.763404078684,407.164684554046,381.048424419049,267.363655484284,217.99204246943,1254.1368370334,887.921779537204,708.518152939788,488.69324167625
943,x1 Кредитные карты. Количество транзакций cash+pos,Жен,14-21,310033.069689492,363028.121612406,363043.148225767,412764.883071217,384862.44328102,405054.537419016,453321.149411415,533542.808955482,572522.997050621,611527.815927568,634974.252443934,619438.097892904,609884.342981286
944,x1 Кредитные карты. Количество транзакций cash+pos,Жен,14-22,266911.458742831,307775.984664151,324009.292008271,352086.918983402,338752.931706149,353241.215576638,407595.338481129,437630.55361142,451706.962846452,465027.133778295,463316.936444426,440278.011042373,430381.206648078
945,x1 Кредитные карты. Количество транзакций cash+pos,Жен,22-29,12126803.2443283,13314807.9517038,12905364.6070125,13795813.2381417,13329470.4762772,13415468.8404947,14977820.1526772,16869462.1590452,17439379.5451131,17624723.620183,18174966.5027649,17410451.9980971,16944283.9388492
946,x1 Кредитные карты. Количество транзакций cash+pos,Жен,22-30,4000414.95701798,4249841.24560764,4404988.67394635,4809516.42251813,4610556.09435243,4657566.52101099,5456397.78048739,5834973.58423324,6214610.80255899,6354371.08356376,6666489.17574662,6790785.79577728,6668146.94321232
947,x1 Кредитные карты. Количество транзакций cash+pos,Жен,30-39,36881018.7928725,39236596.577785,37727173.4523125,39821552.8627058,38230981.9430233,38398106.6719442,43047655.048547,48075371.862377,49496071.7847415,48825943.5364879,49854502.2409186,48888449.7991186,48633376.9618782
948,x1 Кредитные карты. Количество транзакций cash+pos,Жен,30-40,5502999.56089558,5774631.93823832,6000952.36326063,6578590.2260887,6200657.79884877,6275155.87329907,7453808.21977765,7920988.57473797,8627971.63913239,8659913.6999573,9012091.7250303,9547427.03503129,9417824.47872337
949,x1 Кредитные карты. Количество транзакций cash+pos,Жен,40-54,37026802.0042282,39497048.2271782,38343520.420532,40414733.300581,38462772.7403949,38384284.0771968,43022233.443449,47867021.0370084,49217011.2900191,49278140.88283,50571455.329924,49800043.7471077,49025779.9519651
950,x1 Кредитные карты. Количество транзакций cash+pos,Жен,40-55,4110333.32602309,4273934.56875259,4461371.44641334,4924880.30281477,4587444.09472303,4662830.57871843,5453818.00157994,5800313.53216773,6276428.50153571,6359761.92756481,6650078.82577736,7033298.67738034,6894137.02415998
951,x1 Кредитные карты. Количество транзакций cash+pos,Жен,55-59,8960347.80192315,9603280.01618206,9288563.15335251,9990410.60495408,9211996.71156086,9132658.63402675,10363503.7175374,11515568.1530183,11581030.7154281,11635089.2317306,12117507.4124295,11671976.6862883,11275823.323228
952,x1 Кредитные карты. Количество транзакций cash+pos,Жен,55-60,566880.455618141,587306.064628239,618576.050835362,684718.256093402,624980.204029893,638726.673031158,747951.034137537,794914.277785337,854580.478668012,868078.195360607,925277.685791274,960272.365633118,922369.912618527
953,x1 Кредитные карты. Количество транзакций cash+pos,Жен,60-69,10405271.4730079,11292359.4245526,10968970.0206656,12015806.7736296,10933131.9890625,10969383.3732487,12615151.2870828,14131382.8613017,14164751.5258135,14273715.360921,15062766.6392874,14617318.8534296,14327965.0018348
954,x1 Кредитные карты. Количество транзакций cash+pos,Жен,60-70,466603.935715868,486552.167840245,512409.361864357,572232.496907371,521765.525715645,529333.478714763,633662.450534336,676793.01479238,710957.63255393,709834.96843358,759262.237741307,794971.860015207,771796.130157707
955,x1 Кредитные карты. Количество транзакций cash+pos,Жен,От 70,264698.813110506,303893.176388725,318220.427132801,363473.425060729,350998.276378279,365397.989729752,443927.900378821,516308.385684386,539751.52666605,558306.396613358,611154.292442152,621951.727067311,638607.931278231
959,x1 Кредитные карты. Количество транзакций cash+pos,Муж,0-13,194.996446840046,104.376566543726,123.748638370684,127.593472355863,59.6625958478834,30.6989246290749,139.447508510801,97.2231474488304,148.557540053241,1474.50196602118,910.605912591074,769.708357057315,797.341604840198
960,x1 Кредитные карты. Количество транзакций cash+pos,Муж,14-21,156620.823793748,208459.272907799,217579.034508788,250591.96459967,250916.69059734,272199.286021631,315898.872739334,370230.606642519,385148.34063499,418142.832254314,432630.165308194,415940.412488891,387480.691711848
961,x1 Кредитные карты. Количество транзакций cash+pos,Муж,14-22,200341.927948876,230922.71582134,240953.063034285,264880.818396282,256146.036498278,263908.960638906,316962.565362393,324960.268418762,334427.243997899,343008.045260465,339351.389895462,314432.304932031,299657.372043239
962,x1 Кредитные карты. Количество транзакций cash+pos,Муж,22-29,11206255.6380732,12663231.6147779,12376469.3551169,13105616.5382732,13113948.2175409,13013775.0274562,14760126.3770653,16232008.8704822,16592428.7879315,16879291.5817587,17362668.7619436,16356769.5653415,15735060.7386281
963,x1 Кредитные карты. Количество транзакций cash+pos,Муж,22-30,4199503.1061599,4463286.50680956,4610404.98514099,4988400.85565381,4856851.35252545,4814139.11528364,5782492.53617458,6014700.29460715,6433373.08357848,6638723.11654954,6874238.56773005,7009136.59809656,6789239.98436031
964,x1 Кредитные карты. Количество транзакций cash+pos,Муж,30-39,35942726.509955,39370649.8108871,37839501.8591993,39469687.2134149,39211280.3178714,38197338.9363359,43595297.8441221,47366240.8083574,48251293.6238325,48289445.1859852,49544628.8819267,47388623.147068,46432460.1406371
965,x1 Кредитные карты. Количество транзакций cash+pos,Муж,30-40,7305263.08428956,7622135.70510223,7802269.68588778,8431074.62822062,8089478.83323733,8024388.67732814,9690872.17430497,9997516.20643749,10741144.5151784,10888929.6643143,11304235.8741821,11724664.6725706,11483238.2383613
966,x1 Кредитные карты. Количество транзакций cash+pos,Муж,40-54,32502260.7712175,35285087.6462593,33975574.374713,35179132.205542,35014674.6010297,33744957.5646141,38698639.1198317,41943498.2304645,42776108.5998181,43249673.6217209,44728667.5327439,42934185.6222209,42147375.9566087
967,x1 Кредитные карты. Количество транзакций cash+pos,Муж,40-55,4811144.10980268,4992572.04678614,5163180.50999179,5587343.99617917,5327635.99634037,5270184.56651155,6351508.09465291,6509340.88149677,6941498.00177189,7034069.50027643,7285347.971951,7587239.10283954,7465408.17087461
968,x1 Кредитные карты. Количество транзакций cash+pos,Муж,55-59,6258543.10768367,6762819.49068105,6459815.52858947,6672280.98226454,6583396.57621813,6349419.80344256,7283781.16983655,7951680.30200178,8049630.67668164,8211237.33468353,8551197.12993699,8148583.54299697,7886896.44655903
969,x1 Кредитные карты. Количество транзакций cash+pos,Муж,55-60,606227.837816873,629628.353671722,650313.558764508,714730.178920195,665134.743538109,655947.154015194,794195.719518096,831335.689205459,882102.377718745,893792.861515284,939656.185556991,964193.369502228,937128.770025861
970,x1 Кредитные карты. Количество транзакций cash+pos,Муж,60-69,6060291.34826002,6595511.88347811,6326398.42517414,6643309.18850354,6469279.76788962,6276495.31585263,7290153.59667897,8072170.56902091,8157829.0085165,8335349.89192674,8823144.23875809,8418060.37112498,8219963.3963712
971,x1 Кредитные карты. Количество транзакций cash+pos,Муж,60-70,351380.374123997,367150.193094217,376483.536052962,416445.712482597,385813.819809405,385505.785361796,470204.026837164,487770.151136573,520272.726604504,533369.489737461,567461.411589962,583397.06766768,567814.928064617
972,x1 Кредитные карты. Количество транзакций cash+pos,Муж,От 70,170726.641142433,192955.338292727,196440.517099832,213502.641825239,213143.817415268,215330.336012707,261211.127163244,297713.481346227,310438.43079104,327488.506985135,354188.433207911,357548.855075476,364692.154231576
999,Текущие счета рубли/валюта. Активные клиенты,Жен,0-13,171506.545556562,169933.665404127,171402.135799303,173536.229118564,172834.747457148,172095.446664048,170786.401743134,170026.285161203,169619.806486564,170969.904713812,172130.06054658,171072.358238901,170970.216902961
1000,Текущие счета рубли/валюта. Активные клиенты,Жен,0-14,82.2257865358911,87.3314425229171,88.7044528317807,98.266796407571,100.03032399726,108.312536066914,108.278804042117,107.446158001102,112.125589995668,113.777665071303,124.89163590661,128.251199217431,130.990231951065
1001,Текущие счета рубли/валюта. Активные клиенты,Жен,14-21,424981.735189303,427342.352143455,434124.027381376,445625.255022303,435496.725863835,441481.897008741,435402.240097089,437083.710872941,425909.781686792,425793.948585174,429705.101127009,421703.210392349,439264.704345206
1002,Текущие счета рубли/валюта. Активные клиенты,Жен,14-22,6954.80652663574,6891.78298960512,7010.60858880507,7009.2092542057,6660.84275087637,6803.19821133806,6578.66895909946,6902.68966401672,6599.39186831647,6866.04448064903,6949.85220986193,6859.22793055984,7167.66774833358
1003,Текущие счета рубли/валюта. Активные клиенты,Жен,22-29,1183209.63306557,1159992.46695915,1157275.25183209,1281643.95881144,1163289.41361855,1167815.51809303,1138087.78151798,1166171.23179028,1110551.54655333,1117168.30645499,1124024.72315949,1098607.14325509,1090096.29489569
1004,Текущие счета рубли/валюта. Активные клиенты,Жен,22-30,52237.2946791013,51193.9876457222,53527.2236537909,56716.0748818025,52014.2974443987,53652.7611090378,54582.7598267987,56428.1086269839,56619.0544183321,59054.9842360476,57647.0405077639,59020.6122191757,56868.8940714294
1005,Текущие счета рубли/валюта. Активные клиенты,Жен,30-39,3095418.13941534,3054483.81096637,3031112.46567704,3320996.78468681,3064804.08937105,3071209.27859195,2996029.14780586,3082534.44269447,2943119.08385409,2968558.47249523,3026033.24058861,2936331.84420709,2889841.73808861
1006,Текущие счета рубли/валюта. Активные клиенты,Жен,30-40,101617.617029656,100413.396574062,104411.054613195,109981.078540515,103415.173637226,106446.340344139,109466.944432417,111643.818038685,113922.511788586,119180.645474176,118526.570415464,121938.881573189,120125.401700922
1007,Текущие счета рубли/валюта. Активные клиенты,Жен,40-54,3992534.36083652,3932759.846286,3895169.23504349,4127597.04963501,3873606.62922177,3887901.90104859,3831902.0078798,3888393.6954787,3765164.2064661,3722706.01034811,3778545.01838675,3697100.26814431,3640710.12724002
1008,Текущие счета рубли/валюта. Активные клиенты,Жен,40-55,91882.0839038061,90166.0139200593,92328.0297299589,96629.9942465135,92901.6923782787,95511.1652501406,98106.449370485,99435.611329587,102369.207489552,106758.458349212,106889.608575695,108886.742287314,108649.774301793
1009,Текущие счета рубли/валюта. Активные клиенты,Жен,55-59,1907512.66643142,1863278.49437196,1833012.46783667,1876281.27723991,1785900.21569014,1783553.25775548,1745921.09059798,1735850.76151212,1677275.05133325,1643648.1951882,1638513.61330672,1609919.61395583,1588090.2489661
1010,Текущие счета рубли/валюта. Активные клиенты,Жен,55-60,24018.8997542841,23644.6180145945,24254.7542193032,24442.0322706294,23964.6177682259,24424.4768830891,24640.74405499,24687.9327634153,25931.5909953618,26606.4693705201,26534.330033382,26935.7001390908,26711.7047155044
1011,Текущие счета рубли/валюта. Активные клиенты,Жен,60-69,5547193.75202792,5461507.10900725,5414827.30962171,5523576.62606956,5380965.05257066,5390856.89729353,5316455.62424509,5327314.09540456,5167133.07377115,5123002.74289296,5125084.02664427,5083165.52170055,5050503.53711605
1012,Текущие счета рубли/валюта. Активные клиенты,Жен,60-70,30211.2489875871,29688.2498759686,30168.3844080886,30522.840299074,30648.9970659251,30839.799120674,31100.8916204757,31439.6170161872,33985.7031806351,34654.0511422942,34940.2717865786,35634.6694101489,35591.0762813558
1013,Текущие счета рубли/валюта. Активные клиенты,Жен,От 70,6655316.29184321,6625155.65500083,6630449.39371145,6732330.08864424,6734668.0720547,6785372.01705753,6761627.94693484,6810654.76981323,6692815.78360676,6387128.03197967,6425032.57745518,6456671.00264377,6454861.5882663
1017,Текущие счета рубли/валюта. Активные клиенты,Муж,0-13,180409.355716948,178579.478213896,179976.899573041,181877.173464383,181238.765707094,180488.204526314,179122.406427295,178090.554911718,177521.020140025,178528.826000985,179957.092834516,178925.164425468,179244.678521264
1018,Текущие счета рубли/валюта. Активные клиенты,Муж,0-14,101.660972444375,102.133381933581,103.488528303744,99.733465010669,107.385494879411,109.776218986737,102.425895715516,110.350108217348,110.669413502218,128.36454520865,136.646142815467,135.621957793145,128.046631233064
1019,Текущие счета рубли/валюта. Активные клиенты,Муж,14-21,400976.290563724,400006.130439841,403756.057954416,413298.412341419,399905.053965104,410703.5725707,399153.715603368,394792.031898642,382734.148655993,378636.023789146,383815.50615483,377208.889174191,389918.181908629
1020,Текущие счета рубли/валюта. Активные клиенты,Муж,14-22,7008.62704145923,6933.22841995498,6963.29954729478,6938.80916125699,6629.95103317133,6918.82916200409,6694.26389854983,6860.58238588115,6579.00539740817,6903.97036900613,7011.56337113343,7151.10997015813,7254.50396951463
1021,Текущие счета рубли/валюта. Активные клиенты,Муж,22-29,1052826.44587705,1022985.71577404,1018718.89650885,1110059.8656036,1000901.95088241,1020987.62967389,984551.363840422,989326.471521332,956984.629730561,945508.442310681,945776.441766847,929603.019872533,923295.688409778
1022,Текущие счета рубли/валюта. Активные клиенты,Муж,22-30,57149.9116710457,56430.9138092151,57752.512423678,61501.8145337115,58063.1899778801,58964.4664250761,60042.0600684357,60955.3670141114,62050.5927389015,65057.4854125657,63425.8499668309,63538.8872260886,62036.385131881
1023,Текущие счета рубли/валюта. Активные клиенты,Муж,30-39,2376734.86480563,2326783.46468961,2314274.04145285,2511498.38257889,2295497.3461233,2336639.51371781,2270514.33745706,2304798.49577947,2251193.52416731,2251377.00628643,2274614.63193299,2249812.01970648,2217766.18115631
1024,Текущие счета рубли/валюта. Активные клиенты,Муж,30-40,124684.192674424,124416.221522394,128448.48292306,135081.645013936,129233.294467754,133026.822168128,135740.649910529,138312.24484958,140557.436030284,147689.244014606,146675.67583545,149605.760962991,148258.865563221
1025,Текущие счета рубли/валюта. Активные клиенты,Муж,40-54,2893289.21593851,2869317.46971473,2819380.85039777,2975907.26240107,2783896.87407409,2794369.75481951,2759906.73041288,2801660.02185383,2740653.76038126,2673588.41710987,2680668.19584602,2679645.17680784,2618668.40914416
1026,Текущие счета рубли/валюта. Активные клиенты,Муж,40-55,117608.289989435,116790.26233802,119347.406062519,123763.363403828,121107.301677153,123634.368871623,125931.175555146,127834.792469365,131000.54970377,136149.563137952,136522.720492924,138946.169910793,138686.27602828
1027,Текущие счета рубли/валюта. Активные клиенты,Муж,55-59,1238460.87657478,1231029.9345788,1197282.43846677,1234008.02925142,1175744.65999038,1179034.64767347,1169361.33393409,1171958.80457126,1153482.54193323,1119071.89431291,1102928.32188482,1107344.44047074,1077463.83241439
1028,Текущие счета рубли/валюта. Активные клиенты,Муж,55-60,28261.7503395361,27803.9629889911,28259.7602646581,28726.1712602789,28420.3802886333,28740.8778136476,29018.7194832875,29395.23606395,30857.836072704,31351.581479199,31690.1506262795,32314.8797476472,31958.672995342
1029,Текущие счета рубли/валюта. Активные клиенты,Муж,60-69,2914464.59849295,2882110.78594737,2838298.55337169,2905056.90219121,2819061.94606166,2821503.50878719,2803045.59123409,2799818.91741673,2756405.22151091,2693702.26613125,2671330.70942029,2675062.03912546,2640871.98936005
1030,Текущие счета рубли/валюта. Активные клиенты,Муж,60-70,32486.6607531803,32170.535115137,32730.4646873799,33110.043714939,33371.8813264976,33713.0086922869,34135.6245878183,34183.8499705397,37049.4985228544,37567.0511057223,37959.7107487913,38730.388011949,38587.6618122813
1031,Текущие счета рубли/валюта. Активные клиенты,Муж,От 70,2784710.81232501,2768793.05859509,2762729.75159675,2818263.85426568,2813894.20299986,2827948.10468318,2833760.19090501,2859365.86857596,2825012.97699982,2665292.85837576,2677373.99528481,2698844.52874586,2695244.71002261
1058,x1 Текущие счета рубли/валюта. Остатки на конец месяца,Жен,0-13,18414672942.8342,18495609947.9998,18721351991.0316,19047303199.6173,19081315295.1742,18753688450.8201,18596476336.4283,18645494686.8404,18753168286.0591,18865755077.8625,19231647808.0871,19385787914.5523,19475622766.6345
1059,x1 Текущие счета рубли/валюта. Остатки на конец месяца,Жен,0-14,69980984.4211726,65148564.7827141,69561551.0290595,74506383.9822124,60185501.1170608,62939661.1606061,55376089.8277064,56380649.8622714,59064930.5559618,44432021.5835606,47009809.2368341,49118926.2575893,48751497.0266484
1060,x1 Текущие счета рубли/валюта. Остатки на конец месяца,Жен,14-21,27788161931.4786,27802391624.0176,28022720676.8151,28830585978.7752,28429717607.3965,28667592539.7959,28156421081.5851,28379399085.9448,29077781139.9848,29159541712.5248,29637844960.0787,29649355175.2002,29691686526.4479
1061,x1 Текущие счета рубли/валюта. Остатки на конец месяца,Жен,14-22,384542494.109419,340382900.445898,363396907.189793,389458386.10828,380564973.719333,378778284.826914,359820022.285084,397891401.891077,400809287.596429,395890181.504953,501956575.717631,391237349.647469,395167875.786115
1062,x1 Текущие счета рубли/валюта. Остатки на конец месяца,Жен,22-29,53949575497.2923,53829719372.8486,53819202856.1747,58811538074.4117,52592015990.1199,54067677034.6198,53371780287.1872,53036803526.4946,52963088079.9467,54609781409.0683,56752260346.3276,56420028268.3341,56944119610.2226
1063,x1 Текущие счета рубли/валюта. Остатки на конец месяца,Жен,22-30,3376643464.36938,3442768727.69124,3415583209.22474,3485922418.53554,3209631387.11572,3385830609.99815,3567197829.34173,3664289040.26787,3572352711.41573,3523457615.34683,3873056332.02788,3865330925.67403,3441322393.42087
